,wealth
2019-12-17,2.264474630622242
2019-12-18,2.2597899305007045
2019-12-19,2.279405886439623
2019-12-20,2.3042923367800943
2019-12-23,2.3042923367800943
2019-12-24,2.3038532864484007
2019-12-26,2.322736940461638
2019-12-27,2.3269825902514816
2019-12-30,2.3069271113755616
2019-12-31,2.30853751396463
2020-01-02,2.3512823011013206
2020-01-03,2.32200487483861
2020-01-06,2.3280064896525725
2020-01-07,2.3067813126378574
2020-01-08,2.3435242486579315
2020-01-09,2.3728019112232963
2020-01-10,2.3618228172991165
2020-01-13,2.390221906595787
2020-01-14,2.3733877055033115
2020-01-15,2.388757775349731
2020-01-16,2.4325276434007845
2020-01-17,2.446142693433704
2020-01-21,2.4373579059573722
2020-01-22,2.425647927923436
2020-01-23,2.4405796563461255
2020-01-24,2.4159864575996437
2020-01-27,2.3755831934644314
2020-01-28,2.422134816361928
2020-01-29,2.4599023606910557
2020-01-30,2.529290508402953
2020-01-31,2.4919613054975556
2020-02-03,2.5527125911947146
2020-02-04,2.6367385068273497
2020-02-05,2.633518646859831
2020-02-06,2.688120392281434
2020-02-07,2.6919272280422395
2020-02-10,2.7623406929711534
2020-02-11,2.699978532079618
2020-02-12,2.7039314028807815
2020-02-13,2.689292453446772
2020-02-14,2.7132996216105854
2020-02-18,2.7408208465465234
2020-02-19,2.749040870679073
2020-02-20,2.707059577418432
2020-02-21,2.6214825711629577
2020-02-24,2.508455939675799
2020-02-25,2.4670625674190614
2020-02-26,2.4978873034621416
2020-02-27,2.3218886139326935
2020-02-28,2.378108796233611
2020-03-02,2.5363457967524483
2020-03-03,2.414805180630788
2020-03-04,2.5034654639195946
2020-03-05,2.4406403861282815
2020-03-06,2.3716499357835743
2020-03-09,2.2109173429326536
2020-03-10,2.362108743510822
2020-03-11,2.2551007406287353
2020-03-12,2.0412302972996126
2020-03-13,2.3314300425081003
2020-03-16,1.9877994315300758
2020-03-17,2.1514678485580445
2020-03-18,2.060900130243712
2020-03-19,2.0948076707148164
2020-03-20,2.0161299930569982
2020-03-23,1.9960194556626254
2020-03-24,2.1962707831601938
2020-03-25,2.1841717990988228
2020-03-26,2.2991094744018072
2020-03-27,2.2039214292356557
2020-03-30,2.2668166736201805
2020-03-31,2.2621907735600613
2020-04-01,2.143160728613284
2020-04-02,2.178923024789475
2020-04-03,2.1476086445023443
2020-04-06,2.3349613958088002
2020-04-07,2.307916806540723
2020-04-08,2.3669868685864666
2020-04-09,2.3840674396521737
2020-04-13,2.430860533465488
2020-04-14,2.5536265576170933
2020-04-15,2.530318651048592
2020-04-16,2.5504250937212376
2020-04-17,2.5158184987158547
2020-04-20,2.4635980836263363
2020-04-21,2.387447872611734
2020-04-22,2.4562150469527344
2020-04-23,2.4466967630222323
2020-04-24,2.517330449626677
2020-04-27,2.519111135530956
2020-04-28,2.47827664222698
2020-04-29,2.5596760496477793
2020-04-30,2.613675743652081
2020-05-01,2.571597753032839
2020-05-04,2.607982501361411
2020-05-05,2.6471252304971618
2020-05-06,2.674436584973402
2020-05-07,2.7021030635980616
2020-05-08,2.7664176789846695
2020-05-11,2.809948245558065
2020-05-12,2.777836524324384
2020-05-13,2.7442950203663607
2020-05-14,2.761155256877225
2020-05-15,2.744831927557474
2020-05-18,2.8095027926840968
2020-05-19,2.793267822304602
2020-05-20,2.8475911238926463
2020-05-21,2.8263621850012637
2020-05-22,2.844559342929831
2020-05-26,2.825292028791723
