row,symbol,date,time,old_R,bars_old,tag,line_test,status,setup_exact,canonical_r,canonical_r_rounded_2dp,r_delta,canonical_match_old,match_round_1dp,match_round_2dp,side,exit_reason,entry_time_utc,exit_time_utc,entry,stop,target,exit_price
141,ETH,2026-01-02,16:40,2.3,7.0,Zone 2,Ok,CANONICAL_WR_TRADE,True,2.3,2.3,0.0,True,True,True,LONG,TP,2026-01-02T09:45:00Z,2026-01-02T10:05:00Z,3043.71,3037.04,3059.0510000000004,3059.06
142,BTC,2025-11-26,16:45,-1.0,,,,CANONICAL_WR_TRADE,True,-1.0,-1.0,0.0,True,True,True,SHORT,SL,2025-11-26T09:50:00Z,2025-11-26T10:00:00Z,86773.90000000001,86941.6,86388.19000000002,86941.6
143,SUI,2025-11-26,16:45,2.3,10.0,Zone 2,,NOT_CANONICAL_WR_SETUP,False,,,,,,,,,,,,,,
144,SUI,2025-12-26,16:45,-1.0,7.0,Zone 2,,NOT_CANONICAL_WR_SETUP,False,,,,,,,,,,,,,,
145,XRP,2025-12-23,17:00,2.3,23.0,Zone 2,Ok,NOT_CANONICAL_WR_SETUP,False,,,,,,,,,,,,,,
146,BTC,2025-12-31,17:10,-1.0,2.0,,,NOT_CANONICAL_WR_SETUP,False,,,,,,,,,,,,,,
147,ETH,2025-12-18,17:15,-1.0,10.0,,Ok,CANONICAL_WR_TRADE,True,-0.7582417582417879,-0.76,0.24175824175821214,False,False,False,LONG,EMA,2025-12-18T10:20:00Z,2025-12-18T11:05:00Z,2856.01,2851.46,2866.475000000001,2852.56
148,BTC,2025-12-20,17:20,-1.0,,,,NOT_CANONICAL_WR_SETUP,False,,,,,,,,,,,,,,
149,SOL,2025-11-12,17:20,2.3,9.0,,Ok,NOT_CANONICAL_WR_SETUP,False,,,,,,,,,,,,,,
150,SUI,2025-11-02,17:25,-1.0,6.0,,,CANONICAL_WR_TRADE,True,-1.0,-1.0,0.0,True,True,True,SHORT,SL,2025-11-02T10:30:00Z,2025-11-02T11:00:00Z,2.3417,2.3516,2.31893,2.3516
151,BTC,2025-11-26,17:30,-1.0,,,,NOT_CANONICAL_WR_SETUP,False,,,,,,,,,,,,,,
152,DASH,2025-12-16,17:35,1.0,,,,NOT_CANONICAL_WR_SETUP,False,,,,,,,,,,,,,,
153,XRP,2023-10-16,17:35,-1.0,6.0,,,CANONICAL_WR_TRADE,True,-1.0,-1.0,0.0,True,True,True,LONG,SL,2023-10-16T10:40:00Z,2023-10-16T11:00:00Z,0.4944,0.49360000000000004,0.4962399999999999,0.49360000000000004
154,XRP,2023-10-25,17:35,2.3,4.0,,,NOT_CANONICAL_WR_SETUP,False,,,,,,,,,,,,,,
155,SUI,2025-12-22,17:35,-1.0,2.0,,,CANONICAL_WR_TRADE,True,-1.0,-1.0,0.0,True,True,True,LONG,SL,2025-12-22T10:40:00Z,2025-12-22T10:45:00Z,1.4749,1.4702000000000002,1.4857099999999999,1.4702000000000002
156,SUI,2025-12-01,17:55,2.3,8.0,,,NOT_CANONICAL_WR_SETUP,False,,,,,,,,,,,,,,
157,XRP,2025-11-22,18:00,-1.0,1.0,,,CANONICAL_WR_TRADE,True,-1.0,-1.0,0.0,True,True,True,SHORT,SL,2025-11-22T11:05:00Z,2025-11-22T11:05:00Z,1.8949,1.9031,1.8760400000000002,1.9031
158,BTC,2025-12-29,18:00,2.3,13.0,,,CANONICAL_WR_TRADE,True,-1.0,-1.0,-3.3,False,False,False,SHORT,SL,2025-12-29T11:05:00Z,2025-12-29T11:10:00Z,87625.8,87747.3,87346.35,87747.3
159,BTC,2025-12-24,18:05,-1.0,,,,NOT_CANONICAL_WR_SETUP,False,,,,,,,,,,,,,,
160,SUI,2025-12-24,18:05,-1.0,11.0,,,CANONICAL_WR_TRADE,True,-1.0,-1.0,0.0,True,True,True,LONG,SL,2025-12-24T11:10:00Z,2025-12-24T11:30:00Z,1.4152,1.4104,1.4262399999999997,1.4104
161,XRP,2025-11-29,18:10,2.3,6.0,,,NOT_CANONICAL_WR_SETUP,False,,,,,,,,,,,,,,
162,SOL,2025-12-28,18:10,-1.0,2.0,,,SETUP_ELIGIBLE_BUT_NO_CANONICAL_TRADE,True,,,,,,,,,,,,,,
163,ETH,2025-12-14,18:30,2.3,3.0,,,NOT_CANONICAL_WR_SETUP,False,,,,,,,,,,,,,,
164,XRP,2025-12-15,18:35,2.3,17.0,,,NOT_CANONICAL_WR_SETUP,False,,,,,,,,,,,,,,
165,XRP,2023-08-13,18:40,-1.0,3.0,,,NOT_CANONICAL_WR_SETUP,False,,,,,,,,,,,,,,
166,SOL,2025-12-14,18:40,-1.0,1.0,,,NOT_CANONICAL_WR_SETUP,False,,,,,,,,,,,,,,
167,SUI,2025-12-16,18:55,-1.0,10.0,,,NOT_CANONICAL_WR_SETUP,False,,,,,,,,,,,,,,
168,BTC,2025-12-17,19:00,-1.0,,T+1,Ok,NOT_CANONICAL_WR_SETUP,False,,,,,,,,,,,,,,
169,XRP,2023-08-28,19:05,2.3,4.0,,,NOT_CANONICAL_WR_SETUP,False,,,,,,,,,,,,,,
170,SUI,2025-12-29,19:05,-1.0,29.0,,,NOT_CANONICAL_WR_SETUP,False,,,,,,,,,,,,,,
171,ETH,2025-11-23,19:10,-0.3,12.0,,,NOT_CANONICAL_WR_SETUP,False,,,,,,,,,,,,,,
172,SOL,2025-11-26,19:10,-1.0,14.0,,,CANONICAL_WR_TRADE,True,-1.0,-1.0,0.0,True,True,True,SHORT,SL,2025-11-26T12:15:00Z,2025-11-26T13:20:00Z,135.749,136.251,134.59439999999998,136.251
173,BTC,2025-12-24,19:35,-1.0,,,,SETUP_ELIGIBLE_BUT_NO_CANONICAL_TRADE,True,,,,,,,,,,,,,,
174,SUI,2025-11-17,20:05,2.3,5.0,,,NOT_CANONICAL_WR_SETUP,False,,,,,,,,,,,,,,
175,SUI,2025-11-22,20:05,-1.0,2.0,,,NOT_CANONICAL_WR_SETUP,False,,,,,,,,,,,,,,
176,SUI,2025-12-20,20:05,-0.2,19.0,,,NOT_CANONICAL_WR_SETUP,False,,,,,,,,,,,,,,
177,SUI,2025-12-19,20:10,-1.0,4.0,T+1,,NOT_CANONICAL_WR_SETUP,False,,,,,,,,,,,,,,
178,XRP,2023-08-02,20:20,2.3,9.0,,,NOT_CANONICAL_WR_SETUP,False,,,,,,,,,,,,,,
179,XRP,2025-11-13,20:30,-1.0,12.0,,,NOT_CANONICAL_WR_SETUP,False,,,,,,,,,,,,,,
180,BTC,2025-12-05,20:35,-1.0,,,,NOT_CANONICAL_WR_SETUP,False,,,,,,,,,,,,,,
181,XRP,2023-08-31,21:00,-0.7,11.0,,,CANONICAL_WR_TRADE,True,2.3,2.3,3.0,False,False,False,SHORT,TP,2023-08-31T14:05:00Z,2023-08-31T14:05:00Z,0.522,0.5232,0.51924,0.5192
182,SUI,2025-12-14,21:00,-1.0,3.0,,,CANONICAL_WR_TRADE,True,-1.0,-1.0,0.0,True,True,True,LONG,SL,2025-12-14T14:05:00Z,2025-12-14T14:10:00Z,1.6379000000000001,1.6261,1.6650400000000003,1.6261
183,XRP,2023-10-22,21:05,-1.0,2.0,,,CANONICAL_WR_TRADE,True,-1.0,-1.0,0.0,True,True,True,LONG,SL,2023-10-22T14:10:00Z,2023-10-22T14:20:00Z,0.5185000000000001,0.5174,0.5210300000000003,0.5174
184,SOL,2025-11-13,21:05,-1.0,9.0,,Ok,CANONICAL_WR_TRADE,True,-1.0,-1.0,0.0,True,True,True,SHORT,SL,2025-11-13T14:10:00Z,2025-11-13T14:50:00Z,153.25900000000001,154.001,151.55240000000003,154.001
185,XRP,2026-01-01,21:05,-1.0,3.0,,Hit,NOT_CANONICAL_WR_SETUP,False,,,,,,,,,,,,,,
186,SUI,2025-11-04,21:10,-1.0,4.0,,,CANONICAL_WR_TRADE,True,-1.0,-1.0,0.0,True,True,True,SHORT,SL,2025-11-04T14:15:00Z,2025-11-04T14:30:00Z,2.012,2.0217,1.98969,2.0217
187,XRP,2025-12-07,21:15,2.3,2.0,,Ok,NOT_CANONICAL_WR_SETUP,False,,,,,,,,,,,,,,
188,XRP,2023-08-14,21:25,-1.0,7.0,,,NOT_CANONICAL_WR_SETUP,False,,,,,,,,,,,,,,
189,ETH,2026-01-03,21:35,-1.0,1.0,,Hit,CANONICAL_WR_TRADE,True,-1.0,-1.0,0.0,True,True,True,LONG,SL,2026-01-03T14:40:00Z,2026-01-03T14:40:00Z,3110.12,3105.9500000000003,3119.710999999999,3105.9500000000003
190,XRP,2023-08-27,21:45,-1.0,4.0,,Hit,CANONICAL_WR_TRADE,True,-1.0,-1.0,0.0,True,True,True,LONG,SL,2023-08-27T14:50:00Z,2023-08-27T15:05:00Z,0.5295,0.5283,0.53226,0.5283
191,BTC,2025-12-01,22:35,-1.0,,,,CANONICAL_WR_TRADE,True,-1.0,-1.0,0.0,True,True,True,SHORT,SL,2025-12-01T15:40:00Z,2025-12-01T15:50:00Z,84349.90000000001,84747.6,83435.19000000002,84747.6
192,XRP,2025-11-20,22:55,2.3,3.0,Zone 3,Ok,CANONICAL_WR_TRADE,True,2.3,2.3,0.0,True,True,True,SHORT,TP,2025-11-20T16:00:00Z,2025-11-20T16:10:00Z,2.0816,2.0953,2.05009,2.0500000000000003
193,SOL,2025-11-24,22:55,2.3,8.0,Zone 3,Ok,CANONICAL_WR_TRADE,True,2.3,2.3,0.0,True,True,True,LONG,TP,2025-11-24T16:00:00Z,2025-11-24T16:25:00Z,131.941,131.469,133.02660000000003,133.02700000000002
194,SUI,2025-11-24,22:55,2.3,5.0,Zone 3,,CANONICAL_WR_TRADE,True,2.3,2.3,0.0,True,True,True,LONG,TP,2025-11-24T16:00:00Z,2025-11-24T16:15:00Z,1.4015,1.393,1.42105,1.4211
195,SOL,2025-11-17,23:00,2.3,28.0,Zone 3,Ok,CANONICAL_WR_TRADE,True,2.3,2.3,0.0,True,True,True,SHORT,TP,2025-11-17T16:05:00Z,2025-11-17T17:40:00Z,135.639,137.111,132.25340000000006,132.25300000000001
196,XRP,2025-11-15,23:10,-1.0,7.0,Zone 3,Ok,CANONICAL_WR_TRADE,True,2.3,2.3,3.3,False,False,False,SHORT,TP,2025-11-15T16:15:00Z,2025-11-15T16:25:00Z,2.2390000000000003,2.2439,2.227730000000001,2.2277
197,BTC,2025-12-30,23:15,-1.0,4.0,,,NOT_CANONICAL_WR_SETUP,False,,,,,,,,,,,,,,
198,ETH,2025-11-13,23:15,2.3,12.0,Zone 3,Ok,CANONICAL_WR_TRADE,True,2.3,2.3,0.0,True,True,True,SHORT,TP,2025-11-13T16:20:00Z,2025-11-13T17:00:00Z,3366.9900000000002,3392.4300000000003,3308.478,3308.4700000000003
199,SUI,2025-11-13,23:15,2.3,16.0,Zone 3,,NOT_CANONICAL_WR_SETUP,False,,,,,,,,,,,,,,
200,SOL,2025-11-13,23:20,2.3,15.0,Zone 3,Ok,SETUP_ELIGIBLE_BUT_NO_CANONICAL_TRADE,True,,,,,,,,,,,,,,
201,SUI,2025-11-04,23:40,2.3,6.0,Zone 3,,CANONICAL_WR_TRADE,True,2.3,2.3,0.0,True,True,True,SHORT,TP,2025-11-04T16:45:00Z,2025-11-04T17:10:00Z,1.9955,2.0142,1.9524899999999996,1.9524000000000001
202,SOL,2025-12-23,23:50,-1.0,2.0,Zone 3,Ok,CANONICAL_WR_TRADE,True,-1.0,-1.0,0.0,True,True,True,LONG,SL,2025-12-23T16:55:00Z,2025-12-23T17:00:00Z,124.781,124.369,125.72860000000001,124.369
203,BTC,2025-12-07,23:55,2.3,,,,NOT_CANONICAL_WR_SETUP,False,,,,,,,,,,,,,,
204,DASH,2025-11-10,,-0.7,,,,NO_TIMESTAMP,,,,,,,,,,,,,,,
205,LTC,2025-11-12,,-1.0,,,,NO_TIMESTAMP,,,,,,,,,,,,,,,
206,DASH,2025-11-12,,-1.0,,,,NO_TIMESTAMP,,,,,,,,,,,,,,,
207,DASH,2025-11-12,,-1.0,,,,NO_TIMESTAMP,,,,,,,,,,,,,,,
208,DASH,2025-11-12,,-1.0,,,,NO_TIMESTAMP,,,,,,,,,,,,,,,
209,DOGE,2025-11-13,,-1.0,,,,NO_TIMESTAMP,,,,,,,,,,,,,,,
210,DOGE,2025-11-13,,2.3,,,,NO_TIMESTAMP,,,,,,,,,,,,,,,
211,DASH,2025-11-14,,-1.0,,,,NO_TIMESTAMP,,,,,,,,,,,,,,,
212,DASH,2025-11-15,,2.3,,,,NO_TIMESTAMP,,,,,,,,,,,,,,,
213,DOGE,2025-11-15,,-1.0,,,,NO_TIMESTAMP,,,,,,,,,,,,,,,
214,DOGE,2025-11-15,,-1.0,,,,NO_TIMESTAMP,,,,,,,,,,,,,,,
215,LTC,2025-11-17,,2.3,,,,NO_TIMESTAMP,,,,,,,,,,,,,,,
216,DOGE,2025-11-17,,-0.2,,,,NO_TIMESTAMP,,,,,,,,,,,,,,,
217,DOGE,2025-11-17,,2.3,,,,NO_TIMESTAMP,,,,,,,,,,,,,,,
218,LTC,2025-11-18,,-1.0,,,,NO_TIMESTAMP,,,,,,,,,,,,,,,
219,LTC,2025-11-18,,-1.0,,,,NO_TIMESTAMP,,,,,,,,,,,,,,,
220,DASH,2025-11-18,,-1.0,,,,NO_TIMESTAMP,,,,,,,,,,,,,,,
221,DOGE,2025-11-18,,-1.0,,,,NO_TIMESTAMP,,,,,,,,,,,,,,,
222,DOGE,2025-11-18,,-1.0,,,,NO_TIMESTAMP,,,,,,,,,,,,,,,
223,DASH,2025-11-19,,-1.0,,,,NO_TIMESTAMP,,,,,,,,,,,,,,,
224,DOGE,2025-11-19,,-1.0,,,,NO_TIMESTAMP,,,,,,,,,,,,,,,
225,LTC,2025-11-20,,-1.0,,,,NO_TIMESTAMP,,,,,,,,,,,,,,,
226,DASH,2025-11-20,,2.3,,,,NO_TIMESTAMP,,,,,,,,,,,,,,,
227,DASH,2025-11-20,,-1.0,,,,NO_TIMESTAMP,,,,,,,,,,,,,,,
228,DASH,2025-11-20,,-1.0,,,,NO_TIMESTAMP,,,,,,,,,,,,,,,
229,DOGE,2025-11-20,,-1.0,,,,NO_TIMESTAMP,,,,,,,,,,,,,,,
230,DOGE,2025-11-21,,-0.2,,,,NO_TIMESTAMP,,,,,,,,,,,,,,,
231,LTC,2025-11-22,,-1.0,,,,NO_TIMESTAMP,,,,,,,,,,,,,,,
232,LTC,2025-11-22,,-1.0,,,,NO_TIMESTAMP,,,,,,,,,,,,,,,
233,DASH,2025-11-22,,-0.7,,,,NO_TIMESTAMP,,,,,,,,,,,,,,,
234,DOGE,2025-11-24,,2.3,,,,NO_TIMESTAMP,,,,,,,,,,,,,,,
235,DASH,2025-11-25,,-1.0,,,,NO_TIMESTAMP,,,,,,,,,,,,,,,
236,DOGE,2025-11-25,,-1.0,,,,NO_TIMESTAMP,,,,,,,,,,,,,,,
237,LTC,2025-11-26,,-1.0,,,,NO_TIMESTAMP,,,,,,,,,,,,,,,
238,DOGE,2025-11-26,,-1.0,,,,NO_TIMESTAMP,,,,,,,,,,,,,,,
239,LTC,2025-11-27,,-1.0,,,,NO_TIMESTAMP,,,,,,,,,,,,,,,
240,DASH,2025-11-27,,-1.0,,,,NO_TIMESTAMP,,,,,,,,,,,,,,,
241,DASH,2025-11-27,,-1.0,,,,NO_TIMESTAMP,,,,,,,,,,,,,,,
242,LTC,2025-11-28,,-1.0,,,,NO_TIMESTAMP,,,,,,,,,,,,,,,
243,LTC,2025-11-28,,2.3,,,,NO_TIMESTAMP,,,,,,,,,,,,,,,
244,DASH,2025-11-28,,-0.7,,,,NO_TIMESTAMP,,,,,,,,,,,,,,,
245,DASH,2025-11-28,,-1.0,,,,NO_TIMESTAMP,,,,,,,,,,,,,,,
246,DOGE,2025-11-28,,2.3,,,,NO_TIMESTAMP,,,,,,,,,,,,,,,
247,DOGE,2025-11-29,,-1.0,,,,NO_TIMESTAMP,,,,,,,,,,,,,,,
248,LTC,2025-11-30,,2.3,,,,NO_TIMESTAMP,,,,,,,,,,,,,,,
249,LTC,2025-11-30,,-1.0,,,,NO_TIMESTAMP,,,,,,,,,,,,,,,
250,DOGE,2025-11-30,,-1.0,,,,NO_TIMESTAMP,,,,,,,,,,,,,,,
251,DOGE,2025-11-30,,-1.0,,,,NO_TIMESTAMP,,,,,,,,,,,,,,,
252,DASH,2025-12-01,,2.3,,,,NO_TIMESTAMP,,,,,,,,,,,,,,,
253,DOGE,2025-12-01,,-1.0,,,,NO_TIMESTAMP,,,,,,,,,,,,,,,
254,LTC,2025-12-02,,2.3,,,,NO_TIMESTAMP,,,,,,,,,,,,,,,
255,DOGE,2025-12-02,,-1.0,,,,NO_TIMESTAMP,,,,,,,,,,,,,,,
256,DOGE,2025-12-02,,2.3,,,,NO_TIMESTAMP,,,,,,,,,,,,,,,
257,DOGE,2025-12-02,,2.3,,,,NO_TIMESTAMP,,,,,,,,,,,,,,,
258,DASH,2025-12-03,,1.0,,,,NO_TIMESTAMP,,,,,,,,,,,,,,,
259,DOGE,2025-12-03,,2.3,,,,NO_TIMESTAMP,,,,,,,,,,,,,,,
260,LTC,2025-12-04,,2.3,,,,NO_TIMESTAMP,,,,,,,,,,,,,,,
261,DASH,2025-12-04,,-1.0,,,,NO_TIMESTAMP,,,,,,,,,,,,,,,
262,DASH,2025-12-04,,-1.0,,,,NO_TIMESTAMP,,,,,,,,,,,,,,,
263,DOGE,2025-12-04,,-1.0,,,,NO_TIMESTAMP,,,,,,,,,,,,,,,
264,LTC,2025-12-05,,-1.0,,,,NO_TIMESTAMP,,,,,,,,,,,,,,,
265,LTC,2025-12-06,,-1.0,,,,NO_TIMESTAMP,,,,,,,,,,,,,,,
266,LTC,2025-12-06,,-1.0,,,,NO_TIMESTAMP,,,,,,,,,,,,,,,
267,LTC,2025-12-06,,2.3,,,,NO_TIMESTAMP,,,,,,,,,,,,,,,
268,LTC,2025-12-06,,2.3,,,,NO_TIMESTAMP,,,,,,,,,,,,,,,
269,LTC,2025-12-07,,-1.0,,,,NO_TIMESTAMP,,,,,,,,,,,,,,,
270,LTC,2025-12-07,,-1.0,,,,NO_TIMESTAMP,,,,,,,,,,,,,,,
271,LTC,2025-12-08,,-1.0,,,,NO_TIMESTAMP,,,,,,,,,,,,,,,
272,LTC,2025-12-08,,-0.3,,,,NO_TIMESTAMP,,,,,,,,,,,,,,,
273,DOGE,2025-12-08,,0.7,,,,NO_TIMESTAMP,,,,,,,,,,,,,,,
274,DOGE,2025-12-08,,2.3,,,,NO_TIMESTAMP,,,,,,,,,,,,,,,
275,DASH,2025-12-09,,-1.0,,,,NO_TIMESTAMP,,,,,,,,,,,,,,,
276,DASH,2025-12-09,,-1.0,,,,NO_TIMESTAMP,,,,,,,,,,,,,,,
277,DOGE,2025-12-09,,2.3,,,,NO_TIMESTAMP,,,,,,,,,,,,,,,
278,LTC,2025-12-10,,-1.0,,,,NO_TIMESTAMP,,,,,,,,,,,,,,,
279,DOGE,2025-12-10,,-1.0,,,,NO_TIMESTAMP,,,,,,,,,,,,,,,
280,LTC,2025-12-11,,2.3,,,,NO_TIMESTAMP,,,,,,,,,,,,,,,
281,DOGE,2025-12-11,,-1.0,,,,NO_TIMESTAMP,,,,,,,,,,,,,,,
282,DASH,2025-12-12,,-1.0,,,,NO_TIMESTAMP,,,,,,,,,,,,,,,
283,DOGE,2025-12-12,,2.3,,,,NO_TIMESTAMP,,,,,,,,,,,,,,,
284,LTC,2025-12-14,,2.3,,,,NO_TIMESTAMP,,,,,,,,,,,,,,,
285,LTC,2025-12-14,,2.3,,,,NO_TIMESTAMP,,,,,,,,,,,,,,,
286,DASH,2025-12-14,,2.3,,,,NO_TIMESTAMP,,,,,,,,,,,,,,,
287,DASH,2025-12-14,,-1.0,,,,NO_TIMESTAMP,,,,,,,,,,,,,,,
288,DOGE,2025-12-14,,2.3,,,,NO_TIMESTAMP,,,,,,,,,,,,,,,
289,LTC,2025-12-15,,2.3,,,,NO_TIMESTAMP,,,,,,,,,,,,,,,
290,DASH,2025-12-15,,2.3,,,,NO_TIMESTAMP,,,,,,,,,,,,,,,
291,DASH,2025-12-15,,-1.0,,,,NO_TIMESTAMP,,,,,,,,,,,,,,,
292,DASH,2025-12-15,,-1.0,,,,NO_TIMESTAMP,,,,,,,,,,,,,,,
293,LTC,2025-12-16,,-1.0,,,,NO_TIMESTAMP,,,,,,,,,,,,,,,
294,LTC,2025-12-16,,-1.0,,,,NO_TIMESTAMP,,,,,,,,,,,,,,,
295,DASH,2025-12-17,,-1.0,,,,NO_TIMESTAMP,,,,,,,,,,,,,,,
296,DOGE,2025-12-17,,-1.0,,,,NO_TIMESTAMP,,,,,,,,,,,,,,,
297,LTC,2025-12-18,,-0.3,,,,NO_TIMESTAMP,,,,,,,,,,,,,,,
298,DOGE,2025-12-18,,-1.0,,,,NO_TIMESTAMP,,,,,,,,,,,,,,,
