symbol,signal_ms,signal_iso,entry_iso,exit_iso,tclass,tlabels,side,e,s,t,exit_price,reason,R
XRPUSDT,1654266599999,2022-06-03T14:29:59.999000Z,2022-06-03T14:30:00Z,2022-06-03T21:29:59.999000Z,CLUSTER,T0,SHORT,0.3889,0.392,0.38177000000000005,0.3913,EMA,-0.7741935483870853
XRPUSDT,1656061199999,2022-06-24T08:59:59.999000Z,2022-06-24T09:00:00Z,2022-06-24T09:59:59.999000Z,NORMAL,,LONG,0.3842,0.3763,0.4023699999999999,0.3763,SL,-1
XRPUSDT,1660040999999,2022-08-09T10:29:59.999000Z,2022-08-09T10:30:00Z,2022-08-09T14:29:59.999000Z,CLUSTER,T-1,SHORT,0.3699,0.37279999999999996,0.3632300000000001,0.3632300000000001,TP,2.3
XRPUSDT,1668018599999,2022-11-09T18:29:59.999000Z,2022-11-09T18:30:00Z,2022-11-09T19:29:59.999000Z,CLUSTER,T0,SHORT,0.3454,0.3574,0.31779999999999997,0.3574,SL,-1
XRPUSDT,1675115999999,2023-01-30T21:59:59.999000Z,2023-01-30T22:00:00Z,2023-01-30T23:29:59.999000Z,CLUSTER,T-2,SHORT,0.3926,0.3956,0.3857,0.3939,SESSION,-0.43333333333332225
XRPUSDT,1679646599999,2023-03-24T08:29:59.999000Z,2023-03-24T08:30:00Z,2023-03-24T11:59:59.999000Z,T+1,T+1,SHORT,0.42910000000000004,0.4342,0.4173700000000002,0.4173700000000002,TP,2.3
XRPUSDT,1682090999999,2023-04-21T15:29:59.999000Z,2023-04-21T15:30:00Z,2023-04-21T19:29:59.999000Z,NORMAL,,SHORT,0.4615,0.46599999999999997,0.45115000000000016,0.45115000000000016,TP,2.3
XRPUSDT,1683109799999,2023-05-03T10:29:59.999000Z,2023-05-03T10:30:00Z,2023-05-03T12:59:59.999000Z,CLUSTER,T-1|T-2,SHORT,0.45580000000000004,0.4579,0.4509700000000002,0.4509700000000002,TP,2.3
XRPUSDT,1691652599999,2023-08-10T07:29:59.999000Z,2023-08-10T07:30:00Z,2023-08-10T11:29:59.999000Z,CLUSTER,T0,SHORT,0.628,0.6315999999999999,0.6197200000000002,0.6315999999999999,SL,-1
XRPUSDT,1695626999999,2023-09-25T07:29:59.999000Z,2023-09-25T07:30:00Z,2023-09-25T07:59:59.999000Z,NORMAL,,SHORT,0.4919,0.496,0.48247,0.496,SL,-1
XRPUSDT,1697101199999,2023-10-12T08:59:59.999000Z,2023-10-12T09:00:00Z,2023-10-12T09:59:59.999000Z,CLUSTER,T0,SHORT,0.4753,0.4789,0.46702,0.4789,SL,-1
XRPUSDT,1699264799999,2023-11-06T09:59:59.999000Z,2023-11-06T10:00:00Z,2023-11-06T12:29:59.999000Z,CLUSTER,T+3,LONG,0.6962,0.6884,0.7141400000000001,0.7141400000000001,TP,2.3
XRPUSDT,1704738599999,2024-01-08T18:29:59.999000Z,2024-01-08T18:30:00Z,2024-01-08T23:29:59.999000Z,CLUSTER,T-2,LONG,0.5742,0.5696,0.5847800000000002,0.579,SESSION,1.0434782608695359
XRPUSDT,1710491399999,2024-03-15T08:29:59.999000Z,2024-03-15T08:30:00Z,2024-03-15T09:29:59.999000Z,CLUSTER,T+3,SHORT,0.6264,0.6376,0.60064,0.60064,TP,2.3
XRPUSDT,1710836999999,2024-03-19T08:29:59.999000Z,2024-03-19T08:30:00Z,2024-03-19T13:29:59.999000Z,CLUSTER,T-2,SHORT,0.5857,0.6005,0.5516599999999999,0.5992,EMA,-0.912162162162157
XRPUSDT,1713369599999,2024-04-17T15:59:59.999000Z,2024-04-17T16:00:00Z,2024-04-17T16:29:59.999000Z,NORMAL,,SHORT,0.4726,0.4799,0.4558100000000001,0.4799,SL,-1
XRPUSDT,1713803399999,2024-04-22T16:29:59.999000Z,2024-04-22T16:30:00Z,2024-04-22T20:29:59.999000Z,NORMAL,,LONG,0.5433,0.5379,0.5557199999999999,0.5557199999999999,TP,2.3
XRPUSDT,1719392399999,2024-06-26T08:59:59.999000Z,2024-06-26T09:00:00Z,2024-06-26T09:29:59.999000Z,NORMAL,,SHORT,0.4723,0.4739,0.46862000000000004,0.4739,SL,-1
XRPUSDT,1727942399999,2024-10-03T07:59:59.999000Z,2024-10-03T08:00:00Z,2024-10-03T18:59:59.999000Z,CLUSTER,T-1,SHORT,0.5178,0.5287,0.4927300000000002,0.5227,EMA,-0.4495412844036749
XRPUSDT,1728898199999,2024-10-14T09:29:59.999000Z,2024-10-14T09:30:00Z,2024-10-14T14:29:59.999000Z,NORMAL,,LONG,0.5391,0.5368,0.5443899999999999,0.5443899999999999,TP,2.3
XRPUSDT,1733851799999,2024-12-10T17:29:59.999000Z,2024-12-10T17:30:00Z,2024-12-10T19:29:59.999000Z,CLUSTER,T0,SHORT,1.9932,2.0845000000000002,1.7832099999999997,2.0845000000000002,SL,-1
XRPUSDT,1734429599999,2024-12-17T09:59:59.999000Z,2024-12-17T10:00:00Z,2024-12-17T10:29:59.999000Z,CLUSTER,T-2,LONG,2.5919000000000003,2.5686,2.645490000000001,2.645490000000001,TP,2.3
XRPUSDT,1735547399999,2024-12-30T08:29:59.999000Z,2024-12-30T08:30:00Z,2024-12-30T10:29:59.999000Z,NORMAL,,SHORT,2.0662,2.0847,2.023649999999999,2.0847,SL,-1
XRPUSDT,1737363599999,2025-01-20T08:59:59.999000Z,2025-01-20T09:00:00Z,2025-01-20T09:59:59.999000Z,NORMAL,,LONG,3.2886,3.2363,3.408890000000001,3.2363,SL,-1
XRPUSDT,1738792799999,2025-02-05T21:59:59.999000Z,2025-02-05T22:00:00Z,2025-02-05T23:29:59.999000Z,CLUSTER,T-1,SHORT,2.3951,2.4321,2.3099999999999987,2.3696,SESSION,0.6891891891891725
XRPUSDT,1739302199999,2025-02-11T19:29:59.999000Z,2025-02-11T19:30:00Z,2025-02-11T20:29:59.999000Z,CLUSTER,T0,SHORT,2.3798999999999997,2.4075,2.3164199999999986,2.4075,SL,-1
XRPUSDT,1740473999999,2025-02-25T08:59:59.999000Z,2025-02-25T09:00:00Z,2025-02-25T10:29:59.999000Z,NORMAL,,SHORT,2.1841,2.2115,2.1210799999999996,2.1210799999999996,TP,2.3
XRPUSDT,1742374799999,2025-03-19T08:59:59.999000Z,2025-03-19T09:00:00Z,2025-03-19T11:59:59.999000Z,CLUSTER,T-1,LONG,2.3123,2.2981999999999996,2.344730000000001,2.344730000000001,TP,2.3
XRPUSDT,1746674999999,2025-05-08T03:29:59.999000Z,2025-05-08T03:30:00Z,2025-05-08T04:29:59.999000Z,CLUSTER,T0,LONG,2.1769000000000003,2.1656999999999997,2.2026600000000016,2.2026600000000016,TP,2.3
XRPUSDT,1751540399999,2025-07-03T10:59:59.999000Z,2025-07-03T11:00:00Z,2025-07-03T11:29:59.999000Z,CLUSTER,T0,LONG,2.3016,2.2876,2.3338000000000005,2.2876,SL,-1
XRPUSDT,1753954199999,2025-07-31T09:29:59.999000Z,2025-07-31T09:30:00Z,2025-07-31T11:29:59.999000Z,CLUSTER,T-1|T0,LONG,3.1691000000000003,3.1550999999999996,3.2013000000000016,3.1550999999999996,SL,-1
XRPUSDT,1754042399999,2025-08-01T09:59:59.999000Z,2025-08-01T10:00:00Z,2025-08-01T10:29:59.999000Z,CLUSTER,T+1|T0,SHORT,2.9193,2.9406000000000003,2.8703099999999986,2.9406000000000003,SL,-1
XRPUSDT,1762426799999,2025-11-06T10:59:59.999000Z,2025-11-06T11:00:00Z,2025-11-06T14:59:59.999000Z,NORMAL,,SHORT,2.3011999999999997,2.3167000000000004,2.265549999999998,2.265549999999998,TP,2.3
XRPUSDT,1763544599999,2025-11-19T09:29:59.999000Z,2025-11-19T09:30:00Z,2025-11-19T15:59:59.999000Z,CLUSTER,T-1,SHORT,2.1332999999999998,2.1524,2.089369999999999,2.089369999999999,TP,2.3
XRPUSDT,1765256399999,2025-12-09T04:59:59.999000Z,2025-12-09T05:00:00Z,2025-12-09T08:29:59.999000Z,CLUSTER,T-2,SHORT,2.0517999999999996,2.0633000000000004,2.0253499999999978,2.0633000000000004,SL,-1
XRPUSDT,1767805199999,2026-01-07T16:59:59.999000Z,2026-01-07T17:00:00Z,2026-01-07T23:29:59.999000Z,CLUSTER,T-2,SHORT,2.1982999999999997,2.2153,2.159199999999999,2.159199999999999,TP,2.3
XRPUSDT,1773131399999,2026-03-10T08:29:59.999000Z,2026-03-10T08:30:00Z,2026-03-10T12:29:59.999000Z,CLUSTER,T-1,LONG,1.3983,1.3867,1.4249800000000001,1.3867,SL,-1
XRPUSDT,1774949399999,2026-03-31T09:29:59.999000Z,2026-03-31T09:30:00Z,2026-03-31T11:59:59.999000Z,NORMAL,,SHORT,1.3079,1.316,1.2892700000000001,1.316,SL,-1
XRPUSDT,1778596199999,2026-05-12T14:29:59.999000Z,2026-05-12T14:30:00Z,2026-05-12T19:29:59.999000Z,CLUSTER,T0,SHORT,1.4301,1.4403,1.40664,1.4403,SL,-1
XRPUSDT,1781758799999,2026-06-18T04:59:59.999000Z,2026-06-18T05:00:00Z,2026-06-18T07:29:59.999000Z,CLUSTER,T0,SHORT,1.1663000000000001,1.1723999999999999,1.1522700000000006,1.1723999999999999,SL,-1
XRPUSDT,1785511799999,2026-07-31T15:29:59.999000Z,2026-07-31T15:30:00Z,2026-07-31T17:29:59.999000Z,T+1,T+1,SHORT,1.0597,1.0647,1.0482000000000002,1.0647,SL,-1
XRPUSDT,1786436999999,2026-08-11T08:29:59.999000Z,2026-08-11T08:30:00Z,2026-08-11T09:29:59.999000Z,CLUSTER,T-1,SHORT,1.0023,1.0062,0.9933299999999999,1.0062,SL,-1
