symbol,signal_ms,signal_iso,entry_ms,entry_iso,exit_ms,exit_iso,tclass,side,entry,stop,target,exit_price,exit_reason,R,ambiguous
LINKUSDT,1677745799999,2023-03-02T08:29:59.999000Z,1677745800000,2023-03-02T08:30:00Z,1677761999999,2023-03-02T12:59:59.999000Z,NORMAL,SHORT,7.322,7.355,7.246099999999999,7.246099999999999,TP,2.3,False
SKLUSDT,1677745799999,2023-03-02T08:29:59.999000Z,1677745800000,2023-03-02T08:30:00Z,1677749399999,2023-03-02T09:29:59.999000Z,NORMAL,SHORT,0.04611,0.046400000000000004,0.04544299999999998,0.046400000000000004,SL,-1.0,False
ADAUSDT,1677752999999,2023-03-02T10:29:59.999000Z,1677753000000,2023-03-02T10:30:00Z,1677787199999,2023-03-02T19:59:59.999000Z,NORMAL,SHORT,0.35049,0.35331,0.34400400000000003,0.3499,EMA,0.20921985815604155,False
AVAXUSDT,1678118399999,2023-03-06T15:59:59.999000Z,1678118400000,2023-03-06T16:00:00Z,1678130999999,2023-03-06T19:29:59.999000Z,NORMAL,LONG,16.5451,16.3819,16.920460000000002,16.3819,SL,-1.0,False
AXSUSDT,1678118399999,2023-03-06T15:59:59.999000Z,1678118400000,2023-03-06T16:00:00Z,1678145399999,2023-03-06T23:29:59.999000Z,NORMAL,LONG,8.83001,8.747990000000001,9.018655999999995,8.887,SESSION,0.6948305291392588,False
SNXUSDT,1678177799999,2023-03-07T08:29:59.999000Z,1678177800000,2023-03-07T08:30:00Z,1678186799999,2023-03-07T10:59:59.999000Z,NORMAL,SHORT,3.023,3.052,2.9563,2.9563,TP,2.3,False
ICPUSDT,1678186799999,2023-03-07T10:59:59.999000Z,1678186800000,2023-03-07T11:00:00Z,1678192199999,2023-03-07T12:29:59.999000Z,NORMAL,SHORT,5.21,5.29,5.026,5.29,SL,-1.0,False
RUNEUSDT,1678206599999,2023-03-07T16:29:59.999000Z,1678206600000,2023-03-07T16:30:00Z,1678231799999,2023-03-07T23:29:59.999000Z,NORMAL,SHORT,1.4589,1.4781,1.4147400000000003,1.462,SESSION,-0.1614583333333281,False
AXSUSDT,1678890599999,2023-03-15T14:29:59.999000Z,1678890600000,2023-03-15T14:30:00Z,1678895999999,2023-03-15T15:59:59.999000Z,T+1,SHORT,8.235990000000001,8.350010000000001,7.973744000000001,7.973744000000001,TP,2.3,False
CRVUSDT,1678890599999,2023-03-15T14:29:59.999000Z,1678890600000,2023-03-15T14:30:00Z,1678895999999,2023-03-15T15:59:59.999000Z,T+1,SHORT,0.9450000000000001,0.963,0.9036000000000003,0.9036000000000003,TP,2.3,False
DOGEUSDT,1678890599999,2023-03-15T14:29:59.999000Z,1678890600000,2023-03-15T14:30:00Z,1678895999999,2023-03-15T15:59:59.999000Z,T+1,SHORT,0.072239,0.073111,0.0702334,0.0702334,TP,2.3,False
SANDUSDT,1678890599999,2023-03-15T14:29:59.999000Z,1678890600000,2023-03-15T14:30:00Z,1678895999999,2023-03-15T15:59:59.999000Z,T+1,SHORT,0.6173900000000001,0.62581,0.5980240000000004,0.5980240000000004,TP,2.3,False
XLMUSDT,1678890599999,2023-03-15T14:29:59.999000Z,1678890600000,2023-03-15T14:30:00Z,1678897799999,2023-03-15T16:29:59.999000Z,T+1,SHORT,0.08525,0.08613,0.08322600000000002,0.08322600000000002,TP,2.3,False
KNCUSDT,1678892399999,2023-03-15T14:59:59.999000Z,1678892400000,2023-03-15T15:00:00Z,1678904999999,2023-03-15T18:29:59.999000Z,T+1,SHORT,0.6953900000000001,0.71251,0.6560140000000003,0.6560140000000003,TP,2.3,False
SOLUSDT,1678892399999,2023-03-15T14:59:59.999000Z,1678892400000,2023-03-15T15:00:00Z,1678899599999,2023-03-15T16:59:59.999000Z,T+1,SHORT,19.8029,20.2771,18.71224,18.71224,TP,2.3,False
AVAXUSDT,1678894199999,2023-03-15T15:29:59.999000Z,1678894200000,2023-03-15T15:30:00Z,1678897799999,2023-03-15T16:29:59.999000Z,T+1,SHORT,16.3029,16.560100000000002,15.711339999999998,15.711339999999998,TP,2.3,False
DOTUSDT,1678894199999,2023-03-15T15:29:59.999000Z,1678894200000,2023-03-15T15:30:00Z,1678899599999,2023-03-15T16:59:59.999000Z,T+1,SHORT,6.02,6.107,5.819899999999998,5.819899999999998,TP,2.3,False
SNXUSDT,1678894199999,2023-03-15T15:29:59.999000Z,1678894200000,2023-03-15T15:30:00Z,1678899599999,2023-03-15T16:59:59.999000Z,T+1,SHORT,2.835,2.906,2.6716999999999995,2.6716999999999995,TP,2.3,False
XRPUSDT,1679646599999,2023-03-24T08:29:59.999000Z,1679646600000,2023-03-24T08:30:00Z,1679659199999,2023-03-24T11:59:59.999000Z,T+1,SHORT,0.42910000000000004,0.43420000000000003,0.4173700000000001,0.4173700000000001,TP,2.3,False
AXSUSDT,1679669999999,2023-03-24T14:59:59.999000Z,1679670000000,2023-03-24T15:00:00Z,1679680799999,2023-03-24T17:59:59.999000Z,T+1,SHORT,8.356990000000001,8.43601,8.175244000000006,8.175244000000006,TP,2.3,False
FILUSDT,1679675399999,2023-03-24T16:29:59.999000Z,1679675400000,2023-03-24T16:30:00Z,1679680799999,2023-03-24T17:59:59.999000Z,T+1,SHORT,5.591,5.646000000000001,5.464499999999999,5.464499999999999,TP,2.3,False
DOTUSDT,1679902199999,2023-03-27T07:29:59.999000Z,1679902200000,2023-03-27T07:30:00Z,1679907599999,2023-03-27T08:59:59.999000Z,NORMAL,SHORT,5.951,5.973000000000001,5.900399999999997,5.973000000000001,SL,-1.0,False
ETCUSDT,1679902199999,2023-03-27T07:29:59.999000Z,1679902200000,2023-03-27T07:30:00Z,1679916599999,2023-03-27T11:29:59.999000Z,NORMAL,SHORT,19.936,20.009,19.7681,20.009,SL,-1.0,False
ETHUSDT,1679902199999,2023-03-27T07:29:59.999000Z,1679902200000,2023-03-27T07:30:00Z,1679907599999,2023-03-27T08:59:59.999000Z,NORMAL,SHORT,1749.99,1755.0,1738.467,1755.0,SL,-1.0,False
ONTUSDT,1679902199999,2023-03-27T07:29:59.999000Z,1679902200000,2023-03-27T07:30:00Z,1679909399999,2023-03-27T09:29:59.999000Z,NORMAL,SHORT,0.22450000000000003,0.2259,0.22128000000000014,0.22128000000000014,TP,2.3,False
MASKUSDT,1680172199999,2023-03-30T10:29:59.999000Z,1680172200000,2023-03-30T10:30:00Z,1680175799999,2023-03-30T11:29:59.999000Z,NORMAL,SHORT,6.368900000000001,6.4421,6.200540000000003,6.4421,SL,-1.0,False
ZENUSDT,1680190199999,2023-03-30T15:29:59.999000Z,1680190200000,2023-03-30T15:30:00Z,1680218999999,2023-03-30T23:29:59.999000Z,NORMAL,SHORT,10.344000000000001,10.443,10.116300000000004,10.327,SESSION,0.17171717171718695,False
KNCUSDT,1680605999999,2023-04-04T10:59:59.999000Z,1680606000000,2023-04-04T11:00:00Z,1680616799999,2023-04-04T13:59:59.999000Z,NORMAL,LONG,0.73741,0.7333900000000001,0.7466559999999998,0.7333900000000001,SL,-1.0,False
AVAXUSDT,1681378199999,2023-04-13T09:29:59.999000Z,1681378200000,2023-04-13T09:30:00Z,1681381799999,2023-04-13T10:29:59.999000Z,T+1,LONG,18.8501,18.675900000000002,19.25076,18.675900000000002,SL,-1.0,False
AAVEUSDT,1681396199999,2023-04-13T14:29:59.999000Z,1681396200000,2023-04-13T14:30:00Z,1681428599999,2023-04-13T23:29:59.999000Z,T+1,LONG,80.311,79.589,81.97160000000002,80.97,SESSION,0.9127423822714462,False
BTCUSDT,1681401599999,2023-04-13T15:59:59.999000Z,1681401600000,2023-04-13T16:00:00Z,1681403399999,2023-04-13T16:29:59.999000Z,T+1,LONG,30450.01,30352.390000000003,30674.53599999999,30352.390000000003,SL,-1.0,False
KNCUSDT,1681725599999,2023-04-17T09:59:59.999000Z,1681725600000,2023-04-17T10:00:00Z,1681729199999,2023-04-17T10:59:59.999000Z,NORMAL,SHORT,0.7664900000000001,0.7732100000000001,0.7510340000000002,0.7732100000000001,SL,-1.0,False
SANDUSDT,1681815599999,2023-04-18T10:59:59.999000Z,1681815600000,2023-04-18T11:00:00Z,1681828199999,2023-04-18T14:29:59.999000Z,NORMAL,LONG,0.71061,0.7048900000000001,0.7237659999999996,0.7048900000000001,SL,-1.0,False
HBARUSDT,1681891199999,2023-04-19T07:59:59.999000Z,1681891200000,2023-04-19T08:00:00Z,1681892999999,2023-04-19T08:29:59.999000Z,NORMAL,SHORT,0.06670000000000001,0.06694,0.06614800000000003,0.06614800000000003,TP,2.3,False
SNXUSDT,1682006399999,2023-04-20T15:59:59.999000Z,1682006400000,2023-04-20T16:00:00Z,1682033399999,2023-04-20T23:29:59.999000Z,NORMAL,SHORT,2.754,2.813,2.6182999999999996,2.685,SESSION,1.1694915254237248,False
COTIUSDT,1682009999999,2023-04-20T16:59:59.999000Z,1682010000000,2023-04-20T17:00:00Z,1682029799999,2023-04-20T22:29:59.999000Z,NORMAL,SHORT,0.08597,0.08758,0.082267,0.08758,SL,-1.0,False
AVAXUSDT,1682074799999,2023-04-21T10:59:59.999000Z,1682074800000,2023-04-21T11:00:00Z,1682098199999,2023-04-21T17:29:59.999000Z,NORMAL,SHORT,17.9299,18.0801,17.584439999999997,17.584439999999997,TP,2.3,False
RUNEUSDT,1682087399999,2023-04-21T14:29:59.999000Z,1682087400000,2023-04-21T14:30:00Z,1682098199999,2023-04-21T17:29:59.999000Z,NORMAL,SHORT,1.4489,1.4631,1.4162400000000002,1.4162400000000002,TP,2.3,False
XRPUSDT,1682090999999,2023-04-21T15:29:59.999000Z,1682091000000,2023-04-21T15:30:00Z,1682105399999,2023-04-21T19:29:59.999000Z,NORMAL,SHORT,0.4615,0.466,0.45115,0.45115,TP,2.3,False
HBARUSDT,1682324999999,2023-04-24T08:29:59.999000Z,1682325000000,2023-04-24T08:30:00Z,1682332199999,2023-04-24T10:29:59.999000Z,NORMAL,SHORT,0.05924,0.05986000000000001,0.057813999999999977,0.05986000000000001,SL,-1.0,False
ONTUSDT,1682324999999,2023-04-24T08:29:59.999000Z,1682325000000,2023-04-24T08:30:00Z,1682337599999,2023-04-24T11:59:59.999000Z,NORMAL,SHORT,0.23620000000000002,0.2386,0.23068000000000005,0.2386,SL,-1.0,False
SANDUSDT,1682414999999,2023-04-25T09:29:59.999000Z,1682415000000,2023-04-25T09:30:00Z,1682422199999,2023-04-25T11:29:59.999000Z,NORMAL,SHORT,0.5719900000000001,0.57411,0.5671140000000003,0.57411,SL,-1.0,False
1000SHIBUSDT,1682693999999,2023-04-28T14:59:59.999000Z,1682694000000,2023-04-28T15:00:00Z,1682699399999,2023-04-28T16:29:59.999000Z,NORMAL,SHORT,0.010155,0.010216,0.010014700000000005,0.010216,SL,-1.0,False
MASKUSDT,1682693999999,2023-04-28T14:59:59.999000Z,1682694000000,2023-04-28T15:00:00Z,1682699399999,2023-04-28T16:29:59.999000Z,NORMAL,SHORT,4.602900000000001,4.6501,4.494340000000003,4.6501,SL,-1.0,False
MKRUSDT,1682953199999,2023-05-01T14:59:59.999000Z,1682953200000,2023-05-01T15:00:00Z,1682954999999,2023-05-01T15:29:59.999000Z,NORMAL,LONG,703.21,699.69,711.306,699.69,SL,-1.0,False
BAKEUSDT,1684135799999,2023-05-15T07:29:59.999000Z,1684135800000,2023-05-15T07:30:00Z,1684142999999,2023-05-15T09:29:59.999000Z,NORMAL,LONG,0.1485,0.14780000000000001,0.15010999999999994,0.15010999999999994,TP,2.3,False
MASKUSDT,1684135799999,2023-05-15T07:29:59.999000Z,1684135800000,2023-05-15T07:30:00Z,1684150199999,2023-05-15T11:29:59.999000Z,NORMAL,LONG,3.8761000000000005,3.8439,3.9501600000000017,3.8439,SL,-1.0,False
AAVEUSDT,1684137599999,2023-05-15T07:59:59.999000Z,1684137600000,2023-05-15T08:00:00Z,1684142999999,2023-05-15T09:29:59.999000Z,NORMAL,LONG,63.521,63.309000000000005,64.00859999999999,64.00859999999999,TP,2.3,False
ZENUSDT,1684137599999,2023-05-15T07:59:59.999000Z,1684137600000,2023-05-15T08:00:00Z,1684151999999,2023-05-15T11:59:59.999000Z,NORMAL,LONG,8.334,8.294,8.425999999999998,8.294,SL,-1.0,False
LPTUSDT,1684139399999,2023-05-15T08:29:59.999000Z,1684139400000,2023-05-15T08:30:00Z,1684160999999,2023-05-15T14:29:59.999000Z,NORMAL,LONG,4.674,4.635,4.763700000000002,4.635,SL,-1.0,False
XLMUSDT,1684249199999,2023-05-16T14:59:59.999000Z,1684249200000,2023-05-16T15:00:00Z,1684277999999,2023-05-16T22:59:59.999000Z,NORMAL,SHORT,0.08728000000000001,0.08758,0.08659000000000003,0.08746,EMA,-0.599999999999963,False
QTUMUSDT,1684490399999,2023-05-19T09:59:59.999000Z,1684490400000,2023-05-19T10:00:00Z,1684495799999,2023-05-19T11:29:59.999000Z,NORMAL,LONG,2.656,2.6420000000000003,2.6881999999999997,2.6420000000000003,SL,-1.0,False
1000SHIBUSDT,1684765799999,2023-05-22T14:29:59.999000Z,1684765800000,2023-05-22T14:30:00Z,1684776599999,2023-05-22T17:29:59.999000Z,NORMAL,LONG,0.008818,0.008752000000000001,0.008969799999999997,0.008752000000000001,SL,-1.0,False
BCHUSDT,1684940399999,2023-05-24T14:59:59.999000Z,1684940400000,2023-05-24T15:00:00Z,1684942199999,2023-05-24T15:29:59.999000Z,NORMAL,SHORT,111.35,112.14,109.53299999999999,112.14,SL,-1.0,False
FILUSDT,1684940399999,2023-05-24T14:59:59.999000Z,1684940400000,2023-05-24T15:00:00Z,1684943999999,2023-05-24T15:59:59.999000Z,NORMAL,SHORT,4.38,4.404000000000001,4.324799999999998,4.404000000000001,SL,-1.0,False
ICPUSDT,1684940399999,2023-05-24T14:59:59.999000Z,1684940400000,2023-05-24T15:00:00Z,1684943999999,2023-05-24T15:59:59.999000Z,NORMAL,SHORT,4.79,4.85,4.652000000000001,4.85,SL,-1.0,False
BCHUSDT,1684945799999,2023-05-24T16:29:59.999000Z,1684945800000,2023-05-24T16:30:00Z,1684961999999,2023-05-24T20:59:59.999000Z,NORMAL,SHORT,111.69,112.13000000000001,110.67799999999997,112.13000000000001,SL,-1.0,False
ICPUSDT,1685111399999,2023-05-26T14:29:59.999000Z,1685111400000,2023-05-26T14:30:00Z,1685123999999,2023-05-26T17:59:59.999000Z,NORMAL,LONG,4.91,4.8500000000000005,5.047999999999999,4.8500000000000005,SL,-1.0,False
AVAXUSDT,1685114999999,2023-05-26T15:29:59.999000Z,1685115000000,2023-05-26T15:30:00Z,1685118599999,2023-05-26T16:29:59.999000Z,NORMAL,LONG,14.2871,14.2309,14.416360000000001,14.2309,SL,-1.0,False
DUSKUSDT,1685114999999,2023-05-26T15:29:59.999000Z,1685115000000,2023-05-26T15:30:00Z,1685118599999,2023-05-26T16:29:59.999000Z,NORMAL,LONG,0.14740000000000003,0.14675,0.1488950000000001,0.14675,SL,-1.0,False
LTCUSDT,1685114999999,2023-05-26T15:29:59.999000Z,1685115000000,2023-05-26T15:30:00Z,1685123999999,2023-05-26T17:59:59.999000Z,NORMAL,LONG,87.73,87.3,88.71900000000002,87.3,SL,-1.0,False
HBARUSDT,1685379599999,2023-05-29T16:59:59.999000Z,1685379600000,2023-05-29T17:00:00Z,1685383199999,2023-05-29T17:59:59.999000Z,NORMAL,SHORT,0.052270000000000004,0.05247000000000001,0.05180999999999999,0.05247000000000001,SL,-1.0,False
ONTUSDT,1686153599999,2023-06-07T15:59:59.999000Z,1686153600000,2023-06-07T16:00:00Z,1686180599999,2023-06-07T23:29:59.999000Z,NORMAL,SHORT,0.19480000000000003,0.1975,0.18859000000000006,0.1943,SESSION,0.185185185185197,False
SANDUSDT,1686153599999,2023-06-07T15:59:59.999000Z,1686153600000,2023-06-07T16:00:00Z,1686180599999,2023-06-07T23:29:59.999000Z,NORMAL,SHORT,0.49089000000000005,0.49901000000000006,0.472214,0.489,SESSION,0.23275862068966188,False
PEOPLEUSDT,1686155399999,2023-06-07T16:29:59.999000Z,1686155400000,2023-06-07T16:30:00Z,1686180599999,2023-06-07T23:29:59.999000Z,NORMAL,SHORT,0.015470000000000001,0.01567,0.015010000000000004,0.01551,SESSION,-0.19999999999999307,False
QTUMUSDT,1686155399999,2023-06-07T16:29:59.999000Z,1686155400000,2023-06-07T16:30:00Z,1686160799999,2023-06-07T17:59:59.999000Z,NORMAL,SHORT,2.3520000000000003,2.381,2.2853000000000017,2.381,SL,-1.0,False
FILUSDT,1687186799999,2023-06-19T14:59:59.999000Z,1687186800000,2023-06-19T15:00:00Z,1687190399999,2023-06-19T15:59:59.999000Z,NORMAL,SHORT,3.608,3.624,3.5712,3.624,SL,-1.0,False
ONTUSDT,1687192199999,2023-06-19T16:29:59.999000Z,1687192200000,2023-06-19T16:30:00Z,1687197599999,2023-06-19T17:59:59.999000Z,NORMAL,SHORT,0.1632,0.164,0.16136000000000003,0.164,SL,-1.0,False
ONTUSDT,1687539599999,2023-06-23T16:59:59.999000Z,1687539600000,2023-06-23T17:00:00Z,1687557599999,2023-06-23T21:59:59.999000Z,NORMAL,LONG,0.1903,0.18780000000000002,0.19604999999999995,0.18780000000000002,SL,-1.0,False
XMRUSDT,1687775399999,2023-06-26T10:29:59.999000Z,1687775400000,2023-06-26T10:30:00Z,1687780799999,2023-06-26T11:59:59.999000Z,NORMAL,LONG,165.81,163.83,170.36399999999998,163.83,SL,-1.0,False
BTCUSDT,1687937399999,2023-06-28T07:29:59.999000Z,1687937400000,2023-06-28T07:30:00Z,1687958999999,2023-06-28T13:29:59.999000Z,NORMAL,SHORT,30268.190000000002,30382.41,30005.484000000008,30005.484000000008,TP,2.3,False
BNBUSDT,1688111999999,2023-06-30T07:59:59.999000Z,1688112000000,2023-06-30T08:00:00Z,1688133599999,2023-06-30T13:59:59.999000Z,NORMAL,LONG,239.071,236.769,244.36559999999997,236.769,SL,-1.0,False
QTUMUSDT,1688378399999,2023-07-03T09:59:59.999000Z,1688378400000,2023-07-03T10:00:00Z,1688389199999,2023-07-03T12:59:59.999000Z,NORMAL,SHORT,2.761,2.788,2.698900000000001,2.788,SL,-1.0,False
DUSKUSDT,1689578999999,2023-07-17T07:29:59.999000Z,1689579000000,2023-07-17T07:30:00Z,1689582599999,2023-07-17T08:29:59.999000Z,NORMAL,LONG,0.13973000000000002,0.13888,0.14168500000000006,0.14168500000000006,TP,2.3,False
ONTUSDT,1689580799999,2023-07-17T07:59:59.999000Z,1689580800000,2023-07-17T08:00:00Z,1689582599999,2023-07-17T08:29:59.999000Z,NORMAL,LONG,0.2097,0.2083,0.21291999999999997,0.2083,SL,-1.0,False
COTIUSDT,1689674399999,2023-07-18T09:59:59.999000Z,1689674400000,2023-07-18T10:00:00Z,1689677999999,2023-07-18T10:59:59.999000Z,NORMAL,SHORT,0.05158,0.052000000000000005,0.05061399999999999,0.052000000000000005,SL,-1.0,False
LPTUSDT,1689674399999,2023-07-18T09:59:59.999000Z,1689674400000,2023-07-18T10:00:00Z,1689699599999,2023-07-18T16:59:59.999000Z,NORMAL,SHORT,4.292,4.329000000000001,4.206899999999998,4.206899999999998,TP,2.3,False
XLMUSDT,1689785999999,2023-07-19T16:59:59.999000Z,1689786000000,2023-07-19T17:00:00Z,1689789599999,2023-07-19T17:59:59.999000Z,NORMAL,LONG,0.14700000000000002,0.14416,0.15353200000000003,0.15353200000000003,TP,2.3,False
ADAUSDT,1689929999999,2023-07-21T08:59:59.999000Z,1689930000000,2023-07-21T09:00:00Z,1689931799999,2023-07-21T09:29:59.999000Z,NORMAL,SHORT,0.31149,0.31271000000000004,0.30868399999999985,0.31271000000000004,SL,-1.0,False
TRBUSDT,1690531199999,2023-07-28T07:59:59.999000Z,1690531200000,2023-07-28T08:00:00Z,1690552799999,2023-07-28T13:59:59.999000Z,T+1,SHORT,12.499,12.610999999999999,12.241400000000004,12.610999999999999,SL,-1.0,False
QTUMUSDT,1690554599999,2023-07-28T14:29:59.999000Z,1690554600000,2023-07-28T14:30:00Z,1690561799999,2023-07-28T16:29:59.999000Z,T+1,LONG,2.5909999999999997,2.572,2.634699999999999,2.572,SL,-1.0,False
DOTUSDT,1690556399999,2023-07-28T14:59:59.999000Z,1690556400000,2023-07-28T15:00:00Z,1690559999999,2023-07-28T15:59:59.999000Z,T+1,LONG,5.263000000000001,5.242999999999999,5.309000000000004,5.242999999999999,SL,-1.0,False
UNIUSDT,1692003599999,2023-08-14T08:59:59.999000Z,1692003600000,2023-08-14T09:00:00Z,1692012599999,2023-08-14T11:29:59.999000Z,NORMAL,LONG,6.2071000000000005,6.182900000000001,6.262759999999999,6.182900000000001,SL,-1.0,False
NEARUSDT,1692084599999,2023-08-15T07:29:59.999000Z,1692084600000,2023-08-15T07:30:00Z,1692086399999,2023-08-15T07:59:59.999000Z,NORMAL,SHORT,1.3219,1.3281,1.3076400000000001,1.3281,SL,-1.0,False
RVNUSDT,1692084599999,2023-08-15T07:29:59.999000Z,1692084600000,2023-08-15T07:30:00Z,1692091799999,2023-08-15T09:29:59.999000Z,NORMAL,SHORT,0.01785,0.01798,0.017551000000000004,0.01798,SL,-1.0,False
XLMUSDT,1692084599999,2023-08-15T07:29:59.999000Z,1692084600000,2023-08-15T07:30:00Z,1692088199999,2023-08-15T08:29:59.999000Z,NORMAL,SHORT,0.13437,0.13508000000000003,0.13273699999999988,0.13508000000000003,SL,-1.0,False
COTIUSDT,1692113399999,2023-08-15T15:29:59.999000Z,1692113400000,2023-08-15T15:30:00Z,1692127799999,2023-08-15T19:29:59.999000Z,NORMAL,SHORT,0.0471,0.04744000000000001,0.046317999999999984,0.046317999999999984,TP,2.3,False
AAVEUSDT,1692203399999,2023-08-16T16:29:59.999000Z,1692203400000,2023-08-16T16:30:00Z,1692206999999,2023-08-16T17:29:59.999000Z,NORMAL,SHORT,61.11900000000001,61.641,59.91840000000003,61.641,SL,-1.0,False
BAKEUSDT,1692260999999,2023-08-17T08:29:59.999000Z,1692261000000,2023-08-17T08:30:00Z,1692277199999,2023-08-17T12:59:59.999000Z,NORMAL,SHORT,0.1062,0.10930000000000001,0.09906999999999999,0.10930000000000001,SL,-1.0,False
XMRUSDT,1692269999999,2023-08-17T10:59:59.999000Z,1692270000000,2023-08-17T11:00:00Z,1692286199999,2023-08-17T15:29:59.999000Z,NORMAL,SHORT,152.37,153.07999999999998,150.73700000000005,150.73700000000005,TP,2.3,False
TRBUSDT,1692377999999,2023-08-18T16:59:59.999000Z,1692378000000,2023-08-18T17:00:00Z,1692381599999,2023-08-18T17:59:59.999000Z,NORMAL,SHORT,9.689,9.860999999999999,9.293400000000004,9.860999999999999,SL,-1.0,False
MKRUSDT,1692604799999,2023-08-21T07:59:59.999000Z,1692604800000,2023-08-21T08:00:00Z,1692606599999,2023-08-21T08:29:59.999000Z,NORMAL,SHORT,1086.29,1092.91,1071.0639999999996,1092.91,SL,-1.0,False
ADAUSDT,1692714599999,2023-08-22T14:29:59.999000Z,1692714600000,2023-08-22T14:30:00Z,1692727199999,2023-08-22T17:59:59.999000Z,NORMAL,SHORT,0.25629,0.25811,0.25210400000000005,0.25210400000000005,TP,2.3,False
AAVEUSDT,1692779399999,2023-08-23T08:29:59.999000Z,1692779400000,2023-08-23T08:30:00Z,1692781199999,2023-08-23T08:59:59.999000Z,NORMAL,LONG,55.861,55.689,56.25659999999999,55.689,SL,-1.0,False
DOGEUSDT,1692781199999,2023-08-23T08:59:59.999000Z,1692781200000,2023-08-23T09:00:00Z,1692786599999,2023-08-23T10:29:59.999000Z,NORMAL,LONG,0.063541,0.06319899999999999,0.06432760000000003,0.06319899999999999,SL,-1.0,False
XLMUSDT,1692887399999,2023-08-24T14:29:59.999000Z,1692887400000,2023-08-24T14:30:00Z,1692890999999,2023-08-24T15:29:59.999000Z,NORMAL,SHORT,0.12511,0.12573,0.12368399999999997,0.12368399999999997,TP,2.3,False
SNXUSDT,1692890999999,2023-08-24T15:29:59.999000Z,1692891000000,2023-08-24T15:30:00Z,1692896399999,2023-08-24T16:59:59.999000Z,NORMAL,SHORT,2.057,2.0749999999999997,2.0156000000000005,2.0749999999999997,SL,-1.0,False
ZECUSDT,1692890999999,2023-08-24T15:29:59.999000Z,1692891000000,2023-08-24T15:30:00Z,1692896399999,2023-08-24T16:59:59.999000Z,NORMAL,SHORT,24.54,24.73,24.102999999999998,24.73,SL,-1.0,False
AAVEUSDT,1693207799999,2023-08-28T07:29:59.999000Z,1693207800000,2023-08-28T07:30:00Z,1693223999999,2023-08-28T11:59:59.999000Z,NORMAL,SHORT,56.699000000000005,57.051,55.889400000000016,57.051,SL,-1.0,False
ADAUSDT,1693207799999,2023-08-28T07:29:59.999000Z,1693207800000,2023-08-28T07:30:00Z,1693225799999,2023-08-28T12:29:59.999000Z,NORMAL,SHORT,0.25929,0.26051,0.25648400000000005,0.26051,SL,-1.0,False
ETHUSDT,1693207799999,2023-08-28T07:29:59.999000Z,1693207800000,2023-08-28T07:30:00Z,1693214999999,2023-08-28T09:29:59.999000Z,NORMAL,SHORT,1640.22,1643.06,1633.6880000000003,1633.6880000000003,TP,2.3,False
PEOPLEUSDT,1693234799999,2023-08-28T14:59:59.999000Z,1693234800000,2023-08-28T15:00:00Z,1693238399999,2023-08-28T15:59:59.999000Z,NORMAL,LONG,0.00965,0.009550000000000001,0.00988,0.009550000000000001,SL,-1.0,False
LINKUSDT,1693295999999,2023-08-29T07:59:59.999000Z,1693296000000,2023-08-29T08:00:00Z,1693317599999,2023-08-29T13:59:59.999000Z,NORMAL,SHORT,5.883,5.915,5.8094,5.915,SL,-1.0,False
NEARUSDT,1693295999999,2023-08-29T07:59:59.999000Z,1693296000000,2023-08-29T08:00:00Z,1693315799999,2023-08-29T13:29:59.999000Z,NORMAL,SHORT,1.1709,1.1771,1.1566400000000001,1.175,EMA,-0.6612903225806457,False
PEOPLEUSDT,1693295999999,2023-08-29T07:59:59.999000Z,1693296000000,2023-08-29T08:00:00Z,1693312199999,2023-08-29T12:29:59.999000Z,NORMAL,SHORT,0.009340000000000001,0.009430000000000001,0.009133000000000002,0.009133000000000002,TP,2.3,False
ETCUSDT,1693304999999,2023-08-29T10:29:59.999000Z,1693305000000,2023-08-29T10:30:00Z,1693308599999,2023-08-29T11:29:59.999000Z,NORMAL,SHORT,15.599,15.68,15.412700000000001,15.68,SL,-1.0,False
COTIUSDT,1693907999999,2023-09-05T09:59:59.999000Z,1693908000000,2023-09-05T10:00:00Z,1693931399999,2023-09-05T16:29:59.999000Z,NORMAL,LONG,0.039380000000000005,0.03904,0.040162000000000024,0.040162000000000024,TP,2.3,False
MKRUSDT,1693988999999,2023-09-06T08:29:59.999000Z,1693989000000,2023-09-06T08:30:00Z,1694010599999,2023-09-06T14:29:59.999000Z,NORMAL,SHORT,1112.0900000000001,1117.31,1100.0840000000005,1100.0840000000005,TP,2.3,False
PEOPLEUSDT,1694015999999,2023-09-06T15:59:59.999000Z,1694016000000,2023-09-06T16:00:00Z,1694021399999,2023-09-06T17:29:59.999000Z,NORMAL,SHORT,0.009460000000000001,0.00957,0.009207000000000003,0.009207000000000003,TP,2.3,False
BTCUSDT,1694701799999,2023-09-14T14:29:59.999000Z,1694701800000,2023-09-14T14:30:00Z,1694728799999,2023-09-14T21:59:59.999000Z,T+1,LONG,26687.11,26512.49,27088.735999999997,26512.49,SL,-1.0,False
RUNEUSDT,1694701799999,2023-09-14T14:29:59.999000Z,1694701800000,2023-09-14T14:30:00Z,1694723399999,2023-09-14T20:29:59.999000Z,T+1,LONG,1.6411,1.6249,1.67836,1.67836,TP,2.3,False
