symbol,event_date,surprise_pct,reaction_2session,pre_dd52,pre_mom63,entry_date,entry_open,ret_4w,ret_8w,ret_13w,strong_beat,underreaction,near_consensus
MS,2011-01-20,21.44,0.08144204818382161,-0.13577850172066752,0.09521691732789539,2011-01-24,21.423314823529413,0.0544633352066084,-0.054418040958301606,-0.1204302342929564,True,False,False
PGR,2011-01-20,3.51,0.016562010043852382,-0.08276778662891737,-0.0005806461876203262,2011-01-24,12.786024962254654,0.05888265039118035,0.08535686743668736,0.08950983915047295,False,False,True
UNH,2011-01-20,25.14,-0.003696529607427168,-0.011214041930765584,0.15279438688580105,2011-01-24,32.55852275810097,0.06013409319720697,0.07186988363336644,0.17511166843343529,True,True,False
UNP,2011-01-20,5.34,-0.02867510869626022,-0.02201177729649051,0.15892789976783694,2011-01-24,34.62871348195329,0.030445442872030215,0.028623255627537647,0.0649457138862164,False,False,False
APD,2011-01-21,0.69,-0.008709446118199238,-0.048521399655357844,0.05006098564958905,2011-01-25,65.10004485463776,0.06186409171230123,0.016073032633059592,0.096440104755396,False,False,True
BAC,2011-01-21,-72.26,-0.04264034439274689,-0.2662942380016109,0.23858201559739767,2011-01-25,10.897422157006602,0.02903235631648715,0.007981506244343795,-0.10457722391472846,False,False,False
GE,2011-01-21,13.0,0.08735741214406079,-0.0440803232627891,0.15733964663071598,2011-01-25,71.5447,0.04204084998609248,-0.017774901565035695,0.04068505423881841,True,False,False
SLB,2011-01-21,9.73,-0.01207854282392462,-0.027593148392098588,0.33016249273012455,2011-01-25,59.6575981981982,0.10571665625640758,0.05644715683346946,0.06370691943003126,False,False,False
AMGN,2011-01-24,5.52,0.003336335867875073,-0.07002941016145336,-0.011281740000049667,2011-01-26,39.95353130311615,-0.10825904900122807,-0.07997118649852475,-0.0022709207460986924,False,False,False
AXP,2011-01-24,-2.68,-0.02608810899644809,-0.05231245081232261,0.1469867503359541,2011-01-26,36.83205870445344,-0.032733948273916624,0.002447359683852346,0.08468006962557983,False,False,True
MCD,2011-01-24,0.41,0.006264142937959738,-0.07326352770355948,-0.03626719369384712,2011-01-26,51.302451323666354,-0.0052931451940403385,-0.005961729230767987,0.04072025063975748,False,False,True
TXN,2011-01-24,1.31,0.002065965152911353,-0.02725058087072163,0.20695809622348693,2011-01-26,23.454357051282056,0.04237348934975893,0.007335223401851554,0.05059797401920574,False,False,True
GILD,2011-01-25,0.36,0.03524122807017549,-0.22606287132281022,-0.020457263151864913,2011-01-27,14.122823574730354,-0.019473696125642204,0.06295316376113691,-0.01795133766196566,False,False,True
JNJ,2011-01-25,0.37,-0.026037768857700927,-0.03435262314789844,-0.0165267927125351,2011-01-27,40.11044192485168,-0.006430792394033991,-0.0177445545522823,0.09357558518503417,False,False,True
MMM,2011-01-25,0.95,-0.008303867664694042,-0.0065980937180826205,0.00493621982301562,2011-01-27,48.01308263258213,0.015373255099371042,0.04413416617369781,0.09635118417242694,False,False,True
NEE,2011-01-25,-7.79,0.0012841375798433585,-0.028355306340861586,-0.014154752810214943,2011-01-27,9.009891564050728,0.007592592592592373,0.010644793587965662,0.05834792041747083,False,False,False
SHW,2011-01-25,8.56,0.01884703906834151,-0.02000021622766457,0.14702345303404152,2011-01-27,24.348152345390897,-0.03831717216799435,-0.00773168915326472,-0.024447536591152397,False,False,False
VZ,2011-01-25,-0.97,0.032915253465662264,-0.05522982901351259,0.11257154434483096,2011-01-27,18.15082159495752,-0.02252358620896222,0.021430346996002658,0.0512802354523203,False,False,True
ABT,2011-01-26,0.78,-0.03294255225844167,-0.10576811375863437,-0.07817148893967496,2011-01-28,16.531943472165274,0.027610578792702567,0.03602459256151347,0.14515876683677154,False,False,True
BA,2011-01-26,0.27,-0.023255169067054826,-0.03232409777054135,0.014199032539303102,2011-01-28,56.548879387548745,0.027118496936809677,0.04189332552844327,0.12983140765947376,False,False,True
COP,2011-01-26,0.28,0.02830632605173644,-0.021887904292042792,0.11004655532651819,2011-01-28,32.71546813957423,0.11827835823461741,0.161111307896888,0.1210293505057971,False,False,True
NFLX,2011-01-26,22.28,0.12921944289296827,-0.10753256256327604,0.11927348401253668,2011-01-28,30.241428571428575,0.003543861306627649,0.08654258585667729,0.12046955453729491,True,False,False
QCOM,2011-01-26,14.14,0.06560539738711268,-0.029756290351169556,0.16681444739278817,2011-01-28,37.44758913286192,0.09451104728214044,-0.021763460658852818,0.061502246752568546,True,False,False
SBUX,2011-01-26,15.38,-0.018426914287367202,-0.00384843102427479,0.18528042790649835,2011-01-28,13.585128143712577,-0.016939710930815477,0.11615435935491969,0.10950002389016067,True,True,False
AMZN,2011-01-27,3.03,-0.02423171218427511,-0.08460334029227545,0.03200941453368644,2011-01-31,8.508000000000001,0.018394452280206863,-0.004760225669957818,0.16625528913963317,False,False,True
BMY,2011-01-27,-1.05,-0.005403394502686454,-0.05277837669218821,-0.022445986550293284,2011-01-31,16.36545131056394,-0.00270394685268327,0.042501039307549116,0.12785157278769588,False,False,True
CAT,2011-01-27,15.49,-0.0007318544894043821,-0.010846256482738958,0.2231441797926874,2011-01-31,67.21886038552725,0.07073817656534565,0.1380422036501916,0.18320809879609734,True,True,False
DHR,2011-01-27,1.03,-0.026427806648734786,-0.013757685663720265,0.10124063199185573,2011-01-31,18.65668409574468,0.09785318199559989,0.11868217808117087,0.19964511834688103,False,False,True
ETN,2011-01-27,1.2,-0.0033440171848476696,-0.020047603502327482,0.20273835330688383,2011-01-31,35.82659271026306,0.04958627531520832,0.02343530953465267,-0.0072625580771045195,False,False,True
KLAC,2011-01-27,4.3,-0.018862912818696675,-0.0020170327207529315,0.24561369859072535,2011-01-31,25.40522050816697,0.12678022183659543,0.09169688139822063,-0.006393194190727702,False,False,True
LLY,2011-01-27,1.18,-0.005153877111857552,-0.06944567699413351,0.015344458065430722,2011-01-31,24.27387069312626,0.0058016831618707965,0.0014348476727943371,0.10853354787045855,False,False,True
MCHP,2011-01-27,2.57,-0.014429137403205394,-0.005843293492695856,0.2147551293853851,2011-01-31,13.095777680285167,0.003529558980251979,0.0290874149679774,0.10250039001010314,False,False,True
MSFT,2011-01-27,12.57,-0.03578708023444355,-0.07401457827600788,0.11802179549505754,2011-01-31,21.303085034258924,-0.037195787980221495,-0.07957932062575068,-0.0650884616959968,True,True,False
PG,2011-01-27,2.81,-0.02889147862671193,-0.012545421172001192,0.05950014200511222,2011-01-31,42.847946459686355,-0.020202752551999215,-0.0573433889532623,0.02960360169202203,False,False,True
T,2011-01-27,1.31,-0.043156430380798194,-0.03163161554845961,0.029597562930896437,2011-01-31,9.19328512665079,0.03500542721298694,0.07074890688027224,0.17842532356513496,False,False,True
CVX,2011-01-28,1.23,0.001900782510562582,-0.002317227934138466,0.13344355669067753,2011-02-01,54.10747785283724,0.0841144759979624,0.13120962996042662,0.10286789124233597,False,False,True
F,2011-01-28,-37.96,-0.1511374600869384,-0.009493882783613627,0.32044815719652187,2011-02-01,8.63535707992448,-0.09169940195818815,-0.08054757591223582,-0.06133586312902206,False,False,False
HON,2011-01-28,0.29,0.0016094616576380893,-0.003028649292083241,0.18751531049687675,2011-02-01,46.87022112391682,0.0023080513274553738,0.05823908679385936,0.07102332347189488,False,False,True
XOM,2011-01-31,13.82,0.06228438126321101,-0.012376183081851955,0.20035284776012663,2011-02-02,48.31213378491788,0.023188092251720027,0.016092566280415888,-0.006396608071456256,True,False,False
PFE,2011-02-01,2.53,0.05157123187818913,-0.028778784230221843,0.05706091348829245,2011-02-03,10.332182807046875,0.04824897141900353,0.07688764395567094,0.0896148674723043,False,False,True
UPS,2011-02-01,2.63,0.033790083158296236,-0.03137829071625309,0.07085318851149291,2011-02-03,46.891754691075505,-0.0005982862287907675,0.011100998722565869,0.008109001495669288,False,False,True
TMO,2011-02-02,5.49,-0.025952793774262073,-0.01289546079779913,0.11324308056436894,2011-02-04,53.29664417441029,0.01676195264126301,-0.0017833050444838738,0.08363107836590222,False,False,False
V,2011-02-02,2.02,0.01315418231521126,-0.2688175413954109,-0.08378428060984167,2011-02-04,16.238056076817557,0.03974268349176202,0.033196333393134214,0.11170942596830535,False,False,True
CI,2011-02-03,12.8,0.01348661317394706,-0.016064256879669725,0.14681087679247873,2011-02-07,39.656550980855584,0.002797747570079334,0.037334286076949885,0.10712855541056321,True,True,False
CVS,2011-02-03,1.44,-0.05714158500402744,-0.07519318225828753,0.13900222680184227,2011-02-07,23.26500173094443,0.006129304038086536,0.06558771354080739,0.15299797997956444,False,False,True
MA,2011-02-03,3.8,0.03278880707718801,-0.10895229316559385,-0.026152745028300006,2011-02-07,22.908332018561488,-1.3976819203120883e-06,0.05653698315482325,0.1374595050781986,False,False,True
MRK,2011-02-03,5.64,-0.027500306485227277,-0.10547901479917765,-0.06635014673766237,2011-02-07,19.861861448904694,-0.0033411495229392907,0.021822655052263995,0.12931509756538673,False,False,False
PLD,2011-02-03,100.0,0.004552330987772413,-0.08573547825492245,0.16370830977953643,2011-02-07,21.805539223880597,0.06632079864072438,0.09756973924264978,0.11000694600995553,True,True,False
AON,2011-02-04,3.07,0.0550256420489692,-0.009442379793840217,0.1595232379558582,2011-02-08,42.44407684488717,0.056682188280474666,0.09351418266482936,0.08124391932742014,False,False,True
DIS,2011-02-08,22.03,0.05910963462613128,-0.006310679611650549,0.11257572585911158,2011-02-10,37.21050034634034,-0.007245276033136072,-0.017296202425389873,-0.029451373567679462,True,False,False
CSCO,2011-02-09,6.44,-0.13960796152342014,-0.20728364632170548,-0.09839908943572229,2011-02-11,12.666251069518717,-0.06070076025643889,-0.0731669587498498,-0.1283056099708647,False,False,False
KO,2011-02-09,0.61,0.01065784638000733,-0.04569336060308149,0.013518547029346406,2011-02-11,20.524436117665562,0.03241813214842737,0.07160556684280772,0.08052664018924682,False,False,True
PEP,2011-02-10,0.96,-0.008535964233838289,-0.04710032580608925,-0.006095774674294452,2011-02-14,42.10605753078623,0.010486435802994132,0.04042037105870988,0.12029486411807477,False,False,True
PM,2011-02-10,0.6,0.0013431085428254885,-0.011226476144124642,0.010520252644959704,2011-02-14,30.521032992969534,0.0680339688210676,0.13415886048069425,0.16402678795909842,False,False,True
ADI,2011-02-15,1.48,-0.0036613024066282085,-0.0031614785992217787,0.2056461336614035,2011-02-17,29.339354989075023,-0.07846304017018202,-0.07081801865953452,0.031055386570844945,False,False,True
CMCSA,2011-02-16,6.25,0.04387465020210546,0.0,0.17849057097614285,2011-02-18,9.389089209193612,-0.05279417397677333,-0.02343030343967789,-0.021033904864833475,False,False,False
DE,2011-02-16,21.3,0.017517548470886712,-0.023774301143942744,0.22926072405398346,2011-02-18,72.1413040526316,-0.05087936932708814,-0.008606776115089532,-0.12174584543445344,True,True,False
NVDA,2011-02-16,45.35,0.13890501064035599,-0.1383926639805534,0.7212787212787213,2011-02-18,0.585436987904799,-0.3100880054649361,-0.2673848614605374,-0.29249431013512384,True,False,False
ORLY,2011-02-16,8.33,-0.042461005199306845,-0.08485329103885797,-0.027309507754551543,2011-02-18,54.94,0.009646887513651281,0.025482344375682642,0.07426283218056073,False,False,False
INTU,2011-02-17,5.43,0.07960768728149659,-0.01917694742675713,0.06888639816443742,2011-02-22,47.414863890991676,-0.05434717469433148,0.014804136327842166,-0.010493837800222172,False,False,False
HD,2011-02-22,17.96,-0.030665414474423613,-0.0005194805194806973,0.2561913828522493,2011-02-24,26.682402180936993,-0.00966937606244922,0.02602830938359757,-0.021298763772589102,True,True,False
MDT,2011-02-22,2.9,-0.04773438322706447,-0.08842652824413111,0.2000529952508101,2011-02-24,28.139734936708866,-0.04486662506056038,0.03712419699903946,0.030240692217076814,False,False,True
WMT,2011-02-22,2.15,-0.04243456147786562,-0.04352489885300903,0.03156212544946069,2011-02-24,13.128612418146322,-0.02128270751295236,0.017571360514445633,0.041998922985307496,False,False,True
BKNG,2011-02-23,10.01,0.0658399999813557,-0.06607528199672785,0.059059093400809504,2011-02-25,460.9008836641089,0.02161227432827073,0.16742518634901948,0.07619016925444355,True,False,False
LOW,2011-02-23,18.59,-0.03385616958353377,-0.0754845259044159,0.18184270559051385,2011-02-25,19.5946,0.07954232288487639,0.059710328355771614,-0.03644371408449254,True,True,False
TJX,2011-02-23,2.79,0.01046217632641988,-0.02509523573155792,0.08201962181879163,2011-02-25,10.432990264255912,0.0013907552270799872,0.04576921128548039,0.06769005988279386,False,False,True
ADSK,2011-02-24,3.96,0.07981813589290221,-0.10913591359135899,0.1373168629704109,2011-02-28,42.62,0.015251055842327776,0.06874706710464573,0.008446738620365934,False,False,True
AMAT,2011-02-24,9.92,0.030691730775420867,-0.06178661063382729,0.2482095683879586,2011-02-28,12.87199525258673,-0.043396166765558464,-0.051452415852440314,-0.14064604725696406,False,False,False
CRM,2011-02-24,20.14,0.0409381946057128,-0.11827307424160627,-0.04619814574565706,2011-02-28,34.022439177440084,-0.06868817268662153,0.014324687892544707,0.11260688284514053,True,False,False
FSLR,2011-02-24,1.96,-0.044779781621887005,-0.070841099122822,0.30908214887978813,2011-02-28,153.77,-0.021655719581192723,-0.123951355921181,-0.19197502763868124,False,False,True
TGT,2011-02-24,-1.12,0.04178245277389392,-0.1718545737710706,-0.09463693157592279,2011-02-28,35.57425099904853,-0.044932808257615364,-0.05353734641101704,-0.048345388890816854,False,False,True
TMUS,2011-02-24,27.89,0.10579302396528933,-0.11388311444345012,0.0374004079131125,2011-02-28,22.83536597684706,0.10135305146847906,0.18498210308675667,0.26861115470503405,True,False,False
COST,2011-03-02,0.59,-0.01534897679740399,-0.024643396793017747,0.10231906112760614,2011-03-04,52.5020086526576,0.011309878661420303,0.11572302666623502,0.0747226905792644,False,False,True
FDX,2011-03-17,-1.17,0.046903584160057576,-0.1332039921548842,-0.0850015297595117,2011-03-21,76.6936178054752,0.024455518571075974,0.031094923707648547,-0.01225288143087322,False,False,True
NKE,2011-03-17,-3.76,-0.08523932968651127,-0.07970124685586066,-0.04661168494942214,2011-03-21,16.344242581988546,0.014302126075212307,0.0985580953005818,0.09289249167682967,False,False,True
ADBE,2011-03-22,1.58,-0.020408163265306256,-0.13297587131367272,0.12330670371656849,2011-03-24,31.73,0.061771194453198675,0.11597856917743443,-0.05546801134572965,False,False,True
MU,2011-03-23,190.22,0.11110782107465744,-0.13388604017809191,0.27542580913176495,2011-03-25,11.276833246753247,5.919502868545479e-06,-0.13194601837192577,-0.3628441741772951,True,False,False
GME,2011-03-24,0.34,0.028902710156755607,-0.18020446944627966,-0.024515455992972,2011-03-28,3.6694847519344567,0.21512972567862132,0.26881573701744665,0.20872555681332972,False,False,True
ORCL,2011-03-24,8.99,0.03915981437759508,-0.06822721029247414,-0.00943167984516069,2011-03-28,26.960332821379204,0.06282441651750159,0.011864363127117805,-0.013157583169667197,False,False,False
JPM,2011-04-13,10.48,-0.0358086651765982,-0.030336559556743414,0.07552596089008756,2011-04-15,30.94248705725106,-0.046198195206680115,-0.07891049781271131,-0.10172055825465642,True,True,False
GOOGL,2011-04-14,-0.3,-0.079081401587202,-0.10370871504983314,-0.06580009373047291,2011-04-18,13.11053986029914,-0.01519692266086392,-0.03428843244361124,0.13094503796136503,False,False,True
PGR,2011-04-14,4.56,0.000936013287166082,-0.011997889182631116,0.13616337365967546,2011-04-18,14.056604081632653,0.001415414295786066,-0.039191833136461685,-0.04910176580519343,False,False,True
BAC,2011-04-15,-36.31,-0.054076162796292904,-0.30351408745129893,-0.11039861648573679,2011-04-19,9.916063290113453,-0.0502783489301174,-0.16130023007297223,-0.18286120580949883,False,False,False
C,2011-04-18,8.36,0.024887526662006332,-0.14174886225611016,-0.13840285392182594,2011-04-20,34.534865645514216,-0.09561252328031322,-0.17457620097321347,-0.11688667582925849,False,False,False
LLY,2011-04-18,6.18,-0.008608828963402648,-0.02785264334569837,0.045895398126030384,2011-04-20,25.424897924162746,0.09049012045986493,0.047429967248411975,0.08908205187658935,False,False,False
TXN,2011-04-18,-5.01,-0.01286152343669178,-0.04685420381927752,0.03181909401833494,2011-04-20,24.137486763450042,0.010237736802165553,-0.10060644619916281,-0.08739877453374578,False,False,False
GS,2011-04-19,90.49,-0.0070227086871738065,-0.12109842481767952,-0.11777763800968588,2011-04-21,118.69256880984953,-0.08981664915289023,-0.10129083000225592,-0.10377961260222845,True,True,False
IBM,2011-04-19,4.91,-0.007170834335555543,-0.010613951110213904,0.10585432543595852,2011-04-21,95.02721053006894,0.034553150109484454,-0.002744587877662741,0.11405879862696189,False,False,True
INTC,2011-04-19,22.28,0.09122915941063336,-0.1614749107483291,-0.06148117618634796,2011-04-21,14.398878844361603,0.10916274611574361,-0.0015611524066961868,0.08513309743684738,True,False,False
ISRG,2011-04-19,3.92,0.017864714790509995,-0.05626897216541893,0.20335920059530133,2011-04-21,40.33666612169137,-0.028040644665056624,-0.05115113171392793,0.10456575329215045,False,False,True
JNJ,2011-04-19,7.04,0.06500120189031344,-0.052190785810329765,-0.017603867933255857,2011-04-21,42.58896714530982,0.04043377827911976,0.0478770205375767,0.047243053531335955,False,False,False
AAPL,2011-04-20,19.09,0.03800381611818171,-0.07410458136234976,-0.0028930361188203024,2011-04-25,10.543013534800714,-0.043157825160594965,-0.09996321557607057,0.15148291898967714,True,False,False
ABT,2011-04-20,0.74,0.013897573361896898,-0.031553309620986014,0.08969125305873349,2011-04-25,18.539296714805747,0.039030783978788675,0.010097647611667648,0.022412030595660326,False,False,True
AMGN,2011-04-20,3.85,-0.027003156213063817,-0.06790509005097134,-0.03158898347722827,2011-04-25,37.3303919546535,0.13735746604469568,0.09231909618127898,0.022239467679712188,False,False,True
AXP,2011-04-20,4.4,0.010077337707991685,-0.035306023658634,0.035045967005096657,2011-04-25,38.85587489904357,0.0847651766821369,0.03581247635195273,0.09677880399622651,False,False,True
ETN,2011-04-20,4.81,0.023941068139963217,-0.06833127631767899,0.016425807919890678,2011-04-25,36.66625157619847,-0.050107428417665245,-0.1164518158428336,-0.05271745796489391,False,False,True
FCX,2011-04-20,25.85,0.060323460156153086,-0.15295509665226437,-0.09757029553482377,2011-04-25,41.142529439678775,-0.11078875075879047,-0.12861701776107637,0.03552213683079364,True,False,False
GILD,2011-04-20,-10.22,-0.03863968459650957,-0.05357885360790793,0.06500084416680729,2011-04-25,14.008512602040815,0.044607690745707584,0.022178471532653843,0.0746893997730178,False,False,False
HON,2011-04-20,7.75,0.05673477069783961,-0.04265097070133006,0.057418447495046765,2011-04-25,50.36553164136237,-0.025279821335524866,-0.06757859056464632,-0.08558892363249082,False,False,False
PLD,2011-04-20,400.0,-0.004984640109821137,-0.010136444535295608,0.11486776535582965,2011-04-25,23.8734852892562,-0.013859949029105922,-0.048488323980795056,0.00038598095888175976,True,True,False
QCOM,2011-04-20,7.18,0.06589321767539391,-0.10728627453722317,0.0279017702523352,2011-04-25,39.14649472016895,0.017917447905487105,-0.04763120513082053,0.0068615410332679705,False,False,False
T,2011-04-20,0.21,0.012205889487216792,-0.017186315469602254,0.08508891064716839,2011-04-25,10.428933867989944,0.02119738554375017,0.009460807140881045,-0.010349463267883108,False,False,True
UNP,2011-04-20,-1.46,-0.012945551794743215,-0.021221837897736018,0.0043282655042555795,2011-04-25,35.39858396907217,0.0627289507644686,0.06568387122375552,0.0857835452847755,False,False,True
WFC,2011-04-20,1.8,-0.050880875774935164,-0.1200831396283688,-0.05117179501498481,2011-04-25,19.324217436974788,-0.013527970166315462,-0.050522999969287885,0.020641589462867094,False,False,True
AMD,2011-04-21,50.72,0.00811123986094997,-0.14975369458128074,0.07605985037406504,2011-04-26,8.7,-0.024137931034482696,-0.1701149425287356,-0.13678160919540228,True,True,False
APD,2011-04-21,1.48,0.0033068604952779523,-0.013473076931855732,0.07403257555113396,2011-04-26,71.04702220195331,-0.03973315298041713,-0.01991810716472786,-0.047678595062358275,False,False,True
DHR,2011-04-21,7.02,-0.020909313058753654,-0.0026070763500931626,0.15825478625403866,2011-04-26,21.300189959841575,0.021291361298347633,0.008929969193563148,-0.06371727024032925,False,False,False
GE,2011-04-21,16.26,-0.024999286239652307,-0.05121185855206534,0.11455062853817899,2011-04-26,72.25652473880596,-0.032440319366025205,-0.0536647002166637,-0.08888089708190539,True,True,False
MCD,2011-04-21,0.8,-0.01619920737595215,-0.023461418030799486,0.051636326567419344,2011-04-26,52.823502989342344,0.06865309578937495,0.08053606387134127,0.1365206130330403,False,False,True
MS,2011-04-21,48.94,-0.009983247110389892,-0.18435025708224628,-0.10114264337498868,2011-04-26,18.83601052224371,-0.08142438232514959,-0.11748828233188413,-0.12415636100234784,True,True,False
PM,2011-04-21,1.4,0.016846525567455917,-0.012917594654788256,0.1889346186780101,2011-04-26,35.11817310252996,0.019173175538038878,0.013070921887931908,0.06845250436153405,False,False,True
SHW,2011-04-21,21.87,-0.030537710822455044,-0.008094445488689317,0.052318269116372385,2011-04-26,24.157008141785628,0.023843675294294764,0.00044259860954709573,-0.06831591611425614,True,True,False
SLB,2011-04-21,-6.41,0.0018205040680894236,-0.08103292057834599,0.033463178082736356,2011-04-26,62.61332289035431,-0.06928274511082677,-0.050393793919542906,0.04263273352095043,False,False,False
UNH,2011-04-21,37.21,0.0784375708103362,-0.08938904648277413,0.10065305946505165,2011-04-26,38.88207788806758,0.021612068016311214,0.08878440400922694,0.04020418138229598,True,False,False
VZ,2011-04-21,1.41,-0.021171810737319663,-0.017286128254482058,0.10594322731671157,2011-04-26,18.76841690140845,-0.008339376849451074,-0.03148464276516083,-0.01282563695558081,False,False,True
NFLX,2011-04-25,3.05,-0.09241938975449182,-0.00039632213062779087,0.3851358364503765,2011-04-27,32.66717054585523,0.08278125742016185,0.08741894098652203,0.16595956624203678,False,False,True
AMZN,2011-04-26,-27.32,0.06045734009276238,-0.03225469728601249,0.04845914616906999,2011-04-28,9.798000000000002,-0.018881404368238597,-0.00918554807103511,0.13553786487038155,False,False,False
F,2011-04-26,24.62,0.0025738787390399143,-0.18081337991542912,-0.13329511101845104,2011-04-28,8.276849225806451,-0.05752783611447965,-0.12928219381719996,-0.2107262290544516,True,True,False
KO,2011-04-26,-0.92,-0.010926593160494491,-0.010658802186200411,0.07875446278536269,2011-04-28,21.886232102062007,-0.0004492368542998726,-0.022252898525010223,0.02333740661965611,False,False,True
MMM,2011-04-26,3.81,0.02496762547580733,-0.0054941152320229225,0.04834015209015985,2011-04-28,52.04361936645068,-0.029900291051890515,-0.03356260359510432,-0.0879881034831067,False,False,True
UPS,2011-04-26,4.11,0.008554977276839404,-0.04357439145115449,0.01293484495004149,2011-04-28,47.20178252907365,-0.009181486500148717,-0.029322675011714372,-0.05790422273544771,False,False,True
BA,2011-04-27,11.22,0.03970949017436842,-0.0039551746868820015,0.05189518015910166,2011-04-29,63.3443817372775,-0.022639446434656096,-0.09148533111133283,-0.10334273628919388,True,False,False
COP,2011-04-27,-7.49,-0.04629930681094019,-0.007212728470830876,0.21415916347432296,2011-04-29,36.67501821434866,-0.057677359612627765,-0.06953284111392644,-0.05392548690200527,False,False,False
ORLY,2011-04-27,6.03,0.010005175090564089,-0.08057097541633618,0.029845443240362313,2011-04-29,58.56,0.019296448087431584,0.09289617486338786,0.0022199453551912107,False,False,False
SBUX,2011-04-27,0.9,0.00765302730089501,-0.042137703533399073,0.08766524921172136,2011-04-29,15.142499723756906,-0.01112099896509855,0.013571093279974633,0.08005945506745693,False,False,True
TMO,2011-04-27,5.01,0.03581146938080426,-0.013921901528013536,0.020560077211225325,2011-04-29,57.06011841973662,0.08777376772024059,0.04113874357911329,-0.04014044280259299,False,False,False
BMY,2011-04-28,8.95,-0.0063626371805562965,-0.005625879043600568,0.10420135267821751,2011-05-02,18.08015128295255,0.008144219301211786,0.008144219301211786,0.004504869222208718,False,False,False
KLAC,2011-04-28,5.43,-0.003858224752233963,-0.1497193553587043,-0.005235420700699489,2011-05-02,25.83501675824176,-0.05001803445045272,-0.0915585532758425,-0.12442866936466179,False,False,False
MSFT,2011-04-28,9.74,-0.017439232870252175,-0.142138720787785,-0.07796972524436308,2011-05-02,20.01686484801247,-0.039235157652096175,-0.022159556522984403,0.03992309275480155,False,False,False
PEP,2011-04-28,0.97,0.014131734932326223,-0.004688644688644605,0.039322551479814116,2011-05-02,45.930765084403404,0.016752059631113703,0.004529315268628986,-0.08086660602273843,False,False,True
PG,2011-04-28,-0.82,0.013745384663705673,-0.035834327865092996,-0.023584787789159067,2011-05-02,43.80078275544645,0.01471474261435235,-0.037092550708912375,-0.059338728487067116,False,False,True
XOM,2011-04-28,3.06,0.002278382230971543,-0.005100649027941828,0.10773945661121576,2011-05-02,51.18704208347706,-0.056769095560125216,-0.11053465590471023,-0.11144699617871634,False,False,True
AON,2011-04-29,-0.29,-0.013138302342569963,-0.021032067974105617,0.1676597136602671,2011-05-03,45.79656281711473,-0.008176657680842192,-0.05420194583221161,-0.09484691753965979,False,False,True
CAT,2011-04-29,40.73,0.01535816111718713,-0.007204966729921547,0.1705380465749573,2011-05-03,80.13073777699304,-0.07290632707328437,-0.09008076023312905,-0.15276332299672968,True,True,False
CVX,2011-04-29,2.54,-0.005789348952161766,-0.01027917480262297,0.1570281386694523,2011-05-03,61.326578355467646,-0.017277636937870544,-0.05999321100456645,-0.03741735503596799,False,False,True
MRK,2011-04-29,8.95,0.015096034426657745,-0.03806459129274964,0.088359403056542,2011-05-03,22.106997198571822,0.014072594239450842,-0.026258527712181734,-0.08790416812905577,False,False,False
NEE,2011-04-29,-1.27,-0.004050358060003756,-0.0029824561403510863,0.05519755901435275,2011-05-03,9.543978525361688,0.02349350158767405,0.01797169536609089,-0.03659674258837997,False,False,True
CMCSA,2011-05-03,-0.69,-0.026989418466128123,-0.008178438661709975,0.17800158024458423,2011-05-05,9.65581232394366,-0.04497936676613823,-0.017441549016652513,-0.14781897949738865,False,False,True
FSLR,2011-05-03,15.13,-0.08158220024721874,-0.21612548375881313,-0.11029887436925867,2011-05-05,125.54,-0.039827943285008716,0.05360841166162178,-0.16018798789230526,True,True,False
MA,2011-05-03,4.71,0.02578883019577738,-0.01682142857142843,0.16463576038044114,2011-05-05,26.00539369763206,0.007879377053484182,0.07414255384041746,0.16452380425824975,False,False,True
PFE,2011-05-03,2.51,-0.018071295210802862,-0.00848954986960948,0.16581963229934393,2011-05-05,11.290946055947147,0.02879775905771753,0.009206840909322889,-0.13358898789111417,False,False,True
TMUS,2011-05-03,-20.93,0.08313117944141801,-0.042974237645007185,0.2745619023497421,2011-05-05,28.693905975719932,0.028207871907190096,-0.029323507800991244,-0.46248865480179624,False,False,False
BKNG,2011-05-05,8.26,-0.0344705671726222,-0.04328315819869555,0.2295797618241051,2011-05-09,513.6344074074074,-0.03154560359223646,0.03104463478815367,-0.003524311029988181,False,False,False
CI,2011-05-05,25.41,0.02090469379305171,-0.0367101334489458,0.08760797478200355,2011-05-09,43.442037439050246,0.022373779367816926,0.10995254464414428,-0.07372668566808982,True,True,False
CVS,2011-05-05,2.87,0.02491855039041635,-0.019810040705563137,0.04609941996251821,2011-05-09,26.523941061899684,0.004854442173575446,0.016726735181055385,-0.10055975677502327,False,False,True
MCHP,2011-05-05,3.36,0.014515984164380935,-0.016454376437304852,0.095098662308577,2011-05-09,14.470184615384616,-0.06927932448897578,-0.05934855969090824,-0.2179436336998518,False,False,True
V,2011-05-05,2.38,-0.004514272087490445,-0.08815324918651657,0.1087628897675077,2011-05-09,17.88698672677185,-0.009911492051732695,0.11822076605352216,0.04782321842660253,False,False,True
DIS,2011-05-10,-13.71,-0.03665885101990185,-0.027965323516030982,0.05276031238328449,2011-05-12,36.10591313131314,-0.051554246102110346,-0.03854529661808126,-0.20284248468324995,False,False,False
CSCO,2011-05-11,13.68,-0.04834102395077999,-0.33386883416965096,-0.1881633745223018,2011-05-13,11.214097393364929,-0.10320914405913129,-0.08134380872281799,-0.04562091583649219,True,True,False
