symbol,event_date,surprise_pct,reaction_2session,pre_dd52,pre_mom63,entry_date,entry_open,ret_4w,ret_8w,ret_13w,strong_beat,underreaction,near_consensus
APD,2010-01-22,1.81,0.005010271722405646,-0.06530822687314941,-0.040605864263041136,2010-01-26,59.82289493591355,-0.11828238910025757,-0.04945255389400316,-0.017740614810608624,False,False,True
GE,2010-01-22,7.16,0.021848540682377182,-0.07967766328844872,0.034924615658574076,2010-01-26,56.873293716207954,-0.023276192210944346,0.1294738848876189,0.16767634966557865,False,False,False
MCD,2010-01-22,1.28,-0.0017404910929224027,-0.015536399245218324,0.08187507650476755,2010-01-26,41.24418547249647,0.03378450832621538,0.08242894091751718,0.13048419955080237,False,False,True
SLB,2010-01-22,4.63,-0.036598346400928516,-0.05125020005631964,-0.008993070912575618,2010-01-26,45.58826463878328,-0.06393892511327393,-0.030879978651033202,0.09181607140307313,False,False,True
AAPL,2010-01-25,76.0,0.041421609813476756,-0.08275426847607636,-0.03499383797107103,2010-01-27,6.224891403903397,-0.029926852022925443,0.10887075004579772,0.2987214515791512,True,False,False
AMGN,2010-01-25,-5.9,-0.00035202261048827843,-0.12600325283124691,-0.04713859964526601,2010-01-27,39.31168843089713,0.006921899820741428,0.04827092513308173,0.03975183034556862,False,False,False
ETN,2010-01-25,9.71,-0.026563006154842972,-0.06087032732603692,0.04104137861261936,2010-01-27,21.031704295641187,0.05005755546767565,0.17595320152564908,0.24180616239516084,False,False,False
TXN,2010-01-25,5.33,0.010381753747364497,-0.14407326427588685,0.009875935981154216,2010-01-27,15.779864980875477,0.0644767886390416,0.0661941670851085,0.16695548550747863,False,False,False
GILD,2010-01-26,9.88,0.0509725838566395,-0.14207490817503654,0.024889960505082964,2010-01-28,16.865215659861082,0.003811652423272305,-0.027098121309457657,-0.15922213590497314,False,False,False
JNJ,2010-01-26,4.75,0.0034784029550334328,-0.04139493391829607,0.04562022065866245,2010-01-28,40.61565018808777,0.0030566988669959994,0.023504481831297275,0.019222881039615114,False,False,True
NEE,2010-01-26,4.41,0.042087937926169605,-0.19839897890123548,-0.10030673765116527,2010-01-28,7.9872611303815555,-0.04884792471570498,-0.03727950363973287,0.05604410101426871,False,False,True
SHW,2010-01-26,35.57,0.08400783486514984,-0.07575209129896321,0.01580100891370373,2010-01-28,18.045605284680722,0.00972506671573159,0.042054267692728464,0.2251958109030079,True,False,False
VZ,2010-01-26,-0.4,-0.02640234687527776,-0.08809138913075365,0.07248242164223573,2010-01-28,13.1247931810433,-0.03184760135093223,0.016092201686023877,-0.016197830938041502,False,False,True
ABT,2010-01-27,0.74,-0.00972442141292007,-0.04067901441066979,0.06953100498930853,2010-01-29,18.61920847129198,0.0037000245641074514,-0.021816634789727618,-0.05143121270533435,False,False,True
BA,2010-01-27,29.76,0.08404084518943833,-0.07382487193960208,0.1669343768407776,2010-01-29,48.93612277227723,0.01259759034428476,0.1637824325604984,0.19264046053651174,True,False,False
CAT,2010-01-27,47.11,-0.07144242157448466,-0.12711694255041173,-0.023766585577358335,2010-01-29,36.06579448698316,0.08090229411333039,0.18302398732403447,0.33338806711596214,True,True,False
COP,2010-01-27,4.04,-0.041244410834956446,-0.06835167774099082,-0.02009788293683279,2010-01-29,21.942057133916716,-0.0032520712839826382,0.05945854839957754,0.23970600541155473,False,False,True
QCOM,2010-01-27,10.78,-0.13670182708608014,-0.05843420278966893,0.15644751984955363,2010-01-29,27.737311967338606,-0.09759099838246987,0.02900382104829391,-0.04944646290720589,True,True,False
