ticker,snapshot_value,snapshot_pct,source_accession
LLY,17189136.50,8.706260272754,0001752724-23-166926
XOM,16915388.10,8.567607303209,0001752724-23-166926
MRK,15704497.58,7.954293886974,0001752724-23-166926
CVX,10787705.64,5.463949457129,0001752724-23-166926
ABBV,6418726.96,3.251071252677,0001752724-23-166926
COP,4708210.20,2.384698231934,0001752724-23-166926
