ticker,snapshot_value,snapshot_pct,source_accession
LLY,72140699.60,4.784545971323,0001752724-24-169075
AMZN,113170556.84,7.505745505706,0001752724-24-169075
AVGO,72267805.80,4.792975962445,0001752724-24-169075
BRK-B,55937784.00,3.709929354246,0001752724-24-169075
NVDA,181835101.14,12.059744435920,0001752724-24-169075
AAPL,139668663.75,9.263164152419,0001752724-24-169075
