time,symbol,open,high,low,close,volume
2019-12-20 10:00:00,BIST_DLY:XU100,1114.5546,1116.3633,1108.5891,1111.2918,0.0
2019-12-20 14:00:00,BIST_DLY:XU100,1111.3592,1113.7195,1110.6904,1111.7675,0.0
2019-12-23 06:00:00,BIST_DLY:XU100,1111.7675,1118.5667,1111.7675,1117.7394,0.0
2019-12-23 10:00:00,BIST_DLY:XU100,1117.7596,1121.7784,1116.9791,1117.8763,0.0
2019-12-23 14:00:00,BIST_DLY:XU100,1117.8896,1121.7519,1117.6206,1121.7519,0.0
2019-12-24 06:00:00,BIST_DLY:XU100,1121.7519,1133.2178,1121.7519,1131.9442,0.0
2019-12-24 10:00:00,BIST_DLY:XU100,1131.9858,1133.9545,1130.5076,1132.8876,0.0
2019-12-24 14:00:00,BIST_DLY:XU100,1132.9826,1133.529,1131.5346,1131.5346,0.0
2019-12-25 06:00:00,BIST_DLY:XU100,1131.5346,1135.8491,1130.6275,1132.9749,0.0
2019-12-25 10:00:00,BIST_DLY:XU100,1132.9524,1135.7714,1132.2592,1135.1288,0.0
2019-12-25 14:00:00,BIST_DLY:XU100,1135.3202,1135.4583,1133.2922,1133.2922,0.0
2019-12-26 06:00:00,BIST_DLY:XU100,1133.2922,1145.3475,1133.2922,1144.1403,0.0
2019-12-26 10:00:00,BIST_DLY:XU100,1144.1449,1144.6434,1131.6618,1135.2464,0.0
2019-12-26 14:00:00,BIST_DLY:XU100,1135.1794,1138.3363,1134.7963,1136.5302,0.0
2019-12-27 06:00:00,BIST_DLY:XU100,1136.5302,1142.9081,1136.5302,1140.7379,0.0
2019-12-27 10:00:00,BIST_DLY:XU100,1140.7254,1140.9018,1133.8066,1138.0318,0.0
2019-12-27 14:00:00,BIST_DLY:XU100,1138.0688,1139.6001,1136.3808,1136.8361,0.0
2019-12-30 06:00:00,BIST_DLY:XU100,1136.8361,1148.2193,1136.8361,1147.8406,0.0
2019-12-30 10:00:00,BIST_DLY:XU100,1147.9014,1149.6151,1146.0056,1148.4292,0.0
2019-12-30 14:00:00,BIST_DLY:XU100,1148.4688,1148.691,1146.4133,1147.5397,0.0
2019-12-31 06:00:00,BIST_DLY:XU100,1147.5397,1153.1201,1144.1857,1147.1547,0.0
2019-12-31 10:00:00,BIST_DLY:XU100,1147.195,1150.0118,1145.7151,1148.9279,0.0
2019-12-31 14:00:00,BIST_DLY:XU100,1149.0671,1149.2854,1144.2496,1144.2496,0.0
2020-01-02 06:00:00,BIST_DLY:XU100,1144.2496,1154.8808,1144.2496,1153.6378,0.0
2020-01-02 10:00:00,BIST_DLY:XU100,1153.6424,1158.4571,1151.2957,1158.2583,0.0
2020-01-02 14:00:00,BIST_DLY:XU100,1158.337,1159.3205,1154.688,1159.3205,0.0
2020-01-03 06:00:00,BIST_DLY:XU100,1159.3205,1159.3205,1139.1003,1141.4329,0.0
2020-01-03 10:00:00,BIST_DLY:XU100,1141.4587,1141.9626,1126.172,1133.9811,0.0
2020-01-03 14:00:00,BIST_DLY:XU100,1133.9633,1138.0796,1132.2412,1136.8401,0.0
2020-01-06 06:00:00,BIST_DLY:XU100,1136.8401,1136.8401,1116.1189,1118.3729,0.0
2020-01-06 10:00:00,BIST_DLY:XU100,1118.34,1121.3307,1114.2091,1114.2364,0.0
2020-01-06 14:00:00,BIST_DLY:XU100,1114.1823,1117.2007,1112.1198,1114.127,0.0
2020-01-07 06:00:00,BIST_DLY:XU100,1114.127,1129.7105,1114.127,1127.3467,0.0
2020-01-07 10:00:00,BIST_DLY:XU100,1127.354,1133.8724,1124.5104,1129.8013,0.0
2020-01-07 14:00:00,BIST_DLY:XU100,1129.8072,1131.2305,1123.4758,1125.9992,0.0
2020-01-08 06:00:00,BIST_DLY:XU100,1125.9992,1128.4523,1107.4562,1128.1964,0.0
2020-01-08 10:00:00,BIST_DLY:XU100,1128.1925,1133.4243,1125.0457,1130.0204,0.0
2020-01-08 14:00:00,BIST_DLY:XU100,1129.9579,1129.9618,1124.7072,1128.7605,0.0
2020-01-09 06:00:00,BIST_DLY:XU100,1128.7605,1170.5581,1128.7605,1167.899,0.0
2020-01-09 10:00:00,BIST_DLY:XU100,1167.9594,1175.9718,1165.3353,1175.473,0.0
2020-01-09 14:00:00,BIST_DLY:XU100,1175.4352,1181.4462,1173.8892,1179.9045,0.0
2020-01-10 06:00:00,BIST_DLY:XU100,1179.9045,1186.6924,1177.0109,1183.3899,0.0
2020-01-10 10:00:00,BIST_DLY:XU100,1183.3342,1191.4015,1179.7025,1183.297,0.0
2020-01-10 14:00:00,BIST_DLY:XU100,1183.139,1187.2769,1183.1258,1186.637,0.0
2020-01-13 06:00:00,BIST_DLY:XU100,1186.637,1208.9969,1186.637,1205.253,0.0
2020-01-13 10:00:00,BIST_DLY:XU100,1204.8276,1207.334,1201.653,1206.1194,0.0
2020-01-13 14:00:00,BIST_DLY:XU100,1206.1685,1206.1685,1202.2274,1202.4903,0.0
2020-01-14 06:00:00,BIST_DLY:XU100,1202.4903,1209.3539,1195.7471,1208.0286,0.0
2020-01-14 10:00:00,BIST_DLY:XU100,1208.0426,1210.7403,1204.6461,1210.3396,0.0
2020-01-14 14:00:00,BIST_DLY:XU100,1210.3651,1215.0439,1209.834,1214.2334,0.0
2020-01-15 06:00:00,BIST_DLY:XU100,1214.2334,1218.041,1204.4241,1208.8141,0.0
2020-01-15 10:00:00,BIST_DLY:XU100,1208.7485,1214.5999,1204.6136,1209.3826,0.0
2020-01-15 14:00:00,BIST_DLY:XU100,1209.465,1214.0944,1209.0915,1209.3878,0.0
2020-01-16 06:00:00,BIST_DLY:XU100,1209.3878,1224.8243,1209.3878,1221.3418,0.0
2020-01-16 10:00:00,BIST_DLY:XU100,1221.3387,1224.431,1218.1084,1218.7269,0.0
2020-01-16 14:00:00,BIST_DLY:XU100,1218.6155,1219.0251,1207.6309,1210.0085,0.0
2020-01-17 06:00:00,BIST_DLY:XU100,1210.0085,1218.7429,1205.9694,1206.9721,0.0
2020-01-17 10:00:00,BIST_DLY:XU100,1206.9132,1214.2893,1206.0334,1210.6683,0.0
2020-01-17 14:00:00,BIST_DLY:XU100,1210.6712,1214.7475,1210.0963,1214.7475,0.0
2020-01-20 06:00:00,BIST_DLY:XU100,1214.7475,1229.099,1214.7475,1227.721,0.0
2020-01-20 10:00:00,BIST_DLY:XU100,1227.7154,1229.2597,1224.6112,1225.723,0.0
2020-01-20 14:00:00,BIST_DLY:XU100,1225.6634,1226.9134,1223.2145,1226.1977,0.0
2020-01-21 06:00:00,BIST_DLY:XU100,1226.1977,1226.1977,1215.0406,1221.1197,0.0
2020-01-21 10:00:00,BIST_DLY:XU100,1221.0942,1234.4462,1220.8263,1233.2772,0.0
2020-01-21 14:00:00,BIST_DLY:XU100,1233.2821,1238.0396,1233.1506,1235.561,0.0
2020-01-22 06:00:00,BIST_DLY:XU100,1235.561,1245.3663,1230.6662,1236.5931,0.0
2020-01-22 10:00:00,BIST_DLY:XU100,1236.585,1237.2774,1223.6867,1226.0742,0.0
2020-01-22 14:00:00,BIST_DLY:XU100,1226.1037,1229.6926,1225.9661,1227.4708,0.0
2020-01-23 06:00:00,BIST_DLY:XU100,1227.4708,1234.1169,1222.03,1229.341,0.0
2020-01-23 10:00:00,BIST_DLY:XU100,1229.2646,1234.5739,1221.8816,1227.4571,0.0
2020-01-23 14:00:00,BIST_DLY:XU100,1227.5445,1229.0224,1223.8086,1225.4022,0.0
2020-01-24 06:00:00,BIST_DLY:XU100,1225.4022,1239.3626,1214.3224,1214.9005,0.0
2020-01-24 10:00:00,BIST_DLY:XU100,1214.5163,1219.0175,1207.6135,1216.0814,0.0
2020-01-24 14:00:00,BIST_DLY:XU100,1216.0862,1224.1429,1215.7336,1221.4175,0.0
2020-01-27 06:00:00,BIST_DLY:XU100,1221.4175,1221.4175,1206.2678,1209.1827,0.0
2020-01-27 10:00:00,BIST_DLY:XU100,1209.2116,1213.5752,1209.1204,1211.2739,0.0
2020-01-27 14:00:00,BIST_DLY:XU100,1211.2802,1211.6374,1200.0024,1201.497,0.0
2020-01-28 06:00:00,BIST_DLY:XU100,1201.497,1211.0942,1194.0317,1196.352,0.0
2020-01-28 10:00:00,BIST_DLY:XU100,1196.3583,1204.6204,1194.6854,1201.9331,0.0
2020-01-28 14:00:00,BIST_DLY:XU100,1201.8651,1203.7726,1197.7263,1198.0163,0.0
2020-01-29 06:00:00,BIST_DLY:XU100,1198.0163,1207.407,1198.0163,1204.9733,0.0
2020-01-29 10:00:00,BIST_DLY:XU100,1204.9978,1206.2379,1195.0576,1199.2091,0.0
2020-01-29 14:00:00,BIST_DLY:XU100,1199.2466,1200.9769,1196.4214,1196.8948,0.0
2020-01-30 06:00:00,BIST_DLY:XU100,1196.8948,1196.8948,1182.5589,1193.4392,0.0
2020-01-30 10:00:00,BIST_DLY:XU100,1193.4481,1194.2923,1186.0811,1188.6423,0.0
2020-01-30 14:00:00,BIST_DLY:XU100,1188.5131,1198.718,1187.952,1198.4965,0.0
2020-01-31 06:00:00,BIST_DLY:XU100,1198.4965,1203.1793,1192.0203,1198.1771,0.0
2020-01-31 10:00:00,BIST_DLY:XU100,1198.1425,1199.3188,1193.8186,1196.9786,0.0
2020-01-31 14:00:00,BIST_DLY:XU100,1197.0525,1197.9142,1191.4008,1191.4008,0.0
2020-02-03 06:00:00,BIST_DLY:XU100,1191.4008,1195.2709,1187.6162,1193.1631,0.0
2020-02-03 10:00:00,BIST_DLY:XU100,1193.2072,1197.8411,1188.9788,1196.5176,0.0
2020-02-03 14:00:00,BIST_DLY:XU100,1196.5749,1196.7089,1188.7311,1192.428,0.0
2020-02-04 06:00:00,BIST_DLY:XU100,1192.428,1208.0527,1192.428,1207.951,0.0
2020-02-04 10:00:00,BIST_DLY:XU100,1208.0129,1220.297,1206.1973,1220.297,0.0
2020-02-04 14:00:00,BIST_DLY:XU100,1220.1989,1222.201,1217.8996,1221.3617,0.0
2020-02-05 06:00:00,BIST_DLY:XU100,1221.3617,1235.9368,1221.2501,1235.8722,0.0
2020-02-05 10:00:00,BIST_DLY:XU100,1235.9287,1236.2932,1219.0636,1226.0299,0.0
2020-02-05 14:00:00,BIST_DLY:XU100,1225.9041,1226.7913,1223.2077,1223.2077,0.0
2020-02-06 06:00:00,BIST_DLY:XU100,1223.2077,1238.4496,1223.2077,1235.1612,0.0
2020-02-06 10:00:00,BIST_DLY:XU100,1235.0959,1236.1275,1224.0483,1224.0483,0.0
2020-02-06 14:00:00,BIST_DLY:XU100,1223.9708,1226.944,1219.9196,1222.8387,0.0
2020-02-07 06:00:00,BIST_DLY:XU100,1222.8387,1228.122,1217.4024,1220.3114,0.0
2020-02-07 10:00:00,BIST_DLY:XU100,1220.3041,1222.2623,1214.8298,1217.4777,0.0
2020-02-07 14:00:00,BIST_DLY:XU100,1217.4135,1218.165,1209.1276,1210.1514,0.0
2020-02-10 06:00:00,BIST_DLY:XU100,1210.1514,1211.8973,1200.821,1208.4945,0.0
2020-02-10 10:00:00,BIST_DLY:XU100,1208.4927,1210.6656,1166.4779,1178.9164,0.0
2020-02-10 14:00:00,BIST_DLY:XU100,1179.0235,1183.4152,1173.8705,1183.4152,0.0
2020-02-11 06:00:00,BIST_DLY:XU100,1183.4152,1195.1331,1175.0247,1180.9934,0.0
2020-02-11 10:00:00,BIST_DLY:XU100,1181.0127,1195.4103,1174.5092,1195.349,0.0
2020-02-11 14:00:00,BIST_DLY:XU100,1195.3731,1200.7753,1195.1697,1197.9782,0.0
2020-02-12 06:00:00,BIST_DLY:XU100,1197.9782,1213.2135,1192.2922,1210.912,0.0
2020-02-12 10:00:00,BIST_DLY:XU100,1210.9609,1213.6976,1205.2737,1209.7569,0.0
2020-02-12 14:00:00,BIST_DLY:XU100,1209.682,1210.7403,1200.4874,1200.4874,0.0
2020-02-13 06:00:00,BIST_DLY:XU100,1200.4874,1204.0205,1194.7247,1202.3121,0.0
2020-02-13 10:00:00,BIST_DLY:XU100,1202.2954,1208.1162,1197.864,1204.504,0.0
2020-02-13 14:00:00,BIST_DLY:XU100,1204.4582,1206.9747,1204.032,1205.4053,0.0
2020-02-14 06:00:00,BIST_DLY:XU100,1205.4053,1215.8054,1205.3744,1208.5387,0.0
2020-02-14 10:00:00,BIST_DLY:XU100,1208.6622,1212.0543,1200.4925,1203.3506,0.0
2020-02-14 14:00:00,BIST_DLY:XU100,1203.4401,1205.9914,1201.5144,1201.5144,0.0
2020-02-17 06:00:00,BIST_DLY:XU100,1201.5144,1211.9448,1201.5144,1210.86,0.0
2020-02-17 10:00:00,BIST_DLY:XU100,1210.8454,1212.424,1206.5104,1210.1439,0.0
2020-02-17 14:00:00,BIST_DLY:XU100,1210.0471,1210.4798,1207.6964,1207.9186,0.0
2020-02-18 06:00:00,BIST_DLY:XU100,1207.9186,1207.9186,1195.2769,1201.0946,0.0
2020-02-18 10:00:00,BIST_DLY:XU100,1201.0909,1203.7777,1191.4488,1195.8704,0.0
2020-02-18 14:00:00,BIST_DLY:XU100,1195.8261,1197.4258,1193.2706,1195.741,0.0
2020-02-19 06:00:00,BIST_DLY:XU100,1195.741,1204.6481,1192.7994,1193.2006,0.0
2020-02-19 10:00:00,BIST_DLY:XU100,1193.098,1196.5028,1185.7059,1188.7967,0.0
2020-02-19 14:00:00,BIST_DLY:XU100,1188.9474,1192.5756,1187.0865,1191.9609,0.0
2020-02-20 06:00:00,BIST_DLY:XU100,1191.9609,1193.5034,1178.383,1182.8827,0.0
2020-02-20 10:00:00,BIST_DLY:XU100,1182.8229,1183.6549,1149.2086,1158.7007,0.0
2020-02-20 14:00:00,BIST_DLY:XU100,1158.7073,1163.6061,1150.3753,1156.4204,0.0
2020-02-21 06:00:00,BIST_DLY:XU100,1156.4204,1160.3172,1144.534,1158.5959,0.0
2020-02-21 10:00:00,BIST_DLY:XU100,1158.6571,1174.1525,1151.6421,1170.5846,0.0
2020-02-21 14:00:00,BIST_DLY:XU100,1170.5656,1172.1037,1166.7773,1168.2939,0.0
2020-02-24 06:00:00,BIST_DLY:XU100,1168.2939,1168.2939,1138.7043,1142.4765,0.0
2020-02-24 10:00:00,BIST_DLY:XU100,1142.4486,1144.3558,1134.6255,1138.2676,0.0
2020-02-24 14:00:00,BIST_DLY:XU100,1138.3061,1148.0504,1136.4946,1147.8921,0.0
2020-02-25 06:00:00,BIST_DLY:XU100,1147.8921,1159.9178,1147.511,1149.2464,0.0
2020-02-25 10:00:00,BIST_DLY:XU100,1149.293,1153.7556,1138.5042,1149.4661,0.0
2020-02-25 14:00:00,BIST_DLY:XU100,1149.4688,1152.1228,1143.6453,1143.6453,0.0
2020-02-26 06:00:00,BIST_DLY:XU100,1143.6453,1146.4454,1131.4653,1138.233,0.0
2020-02-26 10:00:00,BIST_DLY:XU100,1138.2078,1153.5298,1138.2078,1150.4981,0.0
2020-02-26 14:00:00,BIST_DLY:XU100,1150.4726,1152.7684,1148.8844,1151.7127,0.0
2020-02-27 06:00:00,BIST_DLY:XU100,1151.7127,1151.7127,1127.6117,1130.5435,0.0
2020-02-27 10:00:00,BIST_DLY:XU100,1130.4057,1131.4556,1113.5296,1117.3386,0.0
2020-02-27 14:00:00,BIST_DLY:XU100,1117.2774,1117.7821,1104.1837,1104.1837,0.0
2020-02-28 06:00:00,BIST_DLY:XU100,1104.1837,1104.1837,993.3199,1048.8763,0.0
2020-02-28 10:00:00,BIST_DLY:XU100,1048.9293,1077.6017,1048.5114,1056.8693,0.0
2020-02-28 14:00:00,BIST_DLY:XU100,1056.8363,1059.9365,1051.8392,1059.9365,0.0
2020-03-02 06:00:00,BIST_DLY:XU100,1059.9365,1094.0534,1059.9365,1085.9644,0.0
2020-03-02 10:00:00,BIST_DLY:XU100,1085.9684,1086.2858,1064.2526,1076.3599,0.0
2020-03-02 14:00:00,BIST_DLY:XU100,1076.1442,1078.7255,1072.0178,1073.0987,0.0
2020-03-03 06:00:00,BIST_DLY:XU100,1073.0987,1101.9743,1073.0987,1100.6362,0.0
2020-03-03 10:00:00,BIST_DLY:XU100,1100.6376,1105.8176,1096.2771,1098.0735,0.0
2020-03-03 14:00:00,BIST_DLY:XU100,1098.2669,1112.0727,1097.4596,1112.0727,0.0
2020-03-04 06:00:00,BIST_DLY:XU100,1112.0727,1126.6876,1106.7833,1124.3382,0.0
2020-03-04 10:00:00,BIST_DLY:XU100,1124.3325,1128.9865,1111.0042,1118.7832,0.0
2020-03-04 14:00:00,BIST_DLY:XU100,1118.8982,1119.2527,1107.8538,1107.8538,0.0
2020-03-05 06:00:00,BIST_DLY:XU100,1107.8538,1131.0657,1107.8538,1129.8801,0.0
2020-03-05 10:00:00,BIST_DLY:XU100,1129.8734,1130.0208,1114.0344,1124.1854,0.0
2020-03-05 14:00:00,BIST_DLY:XU100,1124.2285,1126.7657,1118.1508,1118.1508,0.0
2020-03-06 06:00:00,BIST_DLY:XU100,1118.1508,1123.4507,1092.1852,1092.4573,0.0
2020-03-06 10:00:00,BIST_DLY:XU100,1092.4455,1099.9955,1087.7474,1094.1701,0.0
2020-03-06 14:00:00,BIST_DLY:XU100,1094.1549,1098.3582,1092.7557,1096.0053,0.0
2020-03-09 06:00:00,BIST_DLY:XU100,1096.0053,1096.0053,1049.0979,1057.7264,0.0
2020-03-09 10:00:00,BIST_DLY:XU100,1057.7674,1058.5585,1019.9506,1030.9299,0.0
2020-03-09 14:00:00,BIST_DLY:XU100,1030.9098,1041.3957,1027.7505,1035.2402,0.0
2020-03-10 06:00:00,BIST_DLY:XU100,1035.2402,1064.9484,1035.2402,1063.613,0.0
2020-03-10 10:00:00,BIST_DLY:XU100,1063.512,1068.572,1027.1531,1035.0117,0.0
2020-03-10 14:00:00,BIST_DLY:XU100,1035.0186,1040.496,1010.2233,1010.6251,0.0
2020-03-11 06:00:00,BIST_DLY:XU100,1010.6251,1028.3857,1002.0032,1022.5203,0.0
2020-03-11 10:00:00,BIST_DLY:XU100,1022.532,1026.4023,988.0586,1002.9328,0.0
2020-03-11 14:00:00,BIST_DLY:XU100,1003.0755,1010.6274,1000.2659,1009.6627,0.0
2020-03-12 06:00:00,BIST_DLY:XU100,1009.6627,1009.6627,960.4845,965.6974,0.0
2020-03-12 10:00:00,BIST_DLY:XU100,965.6507,973.1868,928.5367,940.1064,0.0
2020-03-12 14:00:00,BIST_DLY:XU100,940.0997,942.2387,933.4475,936.395,0.0
2020-03-13 06:00:00,BIST_DLY:XU100,936.395,964.0933,916.4428,953.3008,0.0
2020-03-13 10:00:00,BIST_DLY:XU100,953.2949,988.5554,950.9041,962.0093,0.0
2020-03-13 14:00:00,BIST_DLY:XU100,962.0736,966.369,955.1068,956.0522,0.0
2020-03-16 06:00:00,BIST_DLY:XU100,956.0522,956.0522,894.0501,895.7945,0.0
2020-03-16 10:00:00,BIST_DLY:XU100,895.8193,898.272,868.5334,876.1246,0.0
2020-03-16 14:00:00,BIST_DLY:XU100,876.0149,884.6154,871.5082,878.8834,0.0
2020-03-17 06:00:00,BIST_DLY:XU100,878.8834,889.4863,819.364,821.5319,0.0
2020-03-17 10:00:00,BIST_DLY:XU100,821.4861,861.3776,821.3483,851.0891,0.0
2020-03-17 14:00:00,BIST_DLY:XU100,851.2297,869.8157,851.0323,867.7769,0.0
2020-03-18 06:00:00,BIST_DLY:XU100,867.7769,878.2455,843.027,870.1916,0.0
2020-03-18 10:00:00,BIST_DLY:XU100,870.0725,871.6865,854.2532,862.489,0.0
2020-03-18 14:00:00,BIST_DLY:XU100,862.5161,869.5997,855.7661,855.7661,0.0
2020-03-19 06:00:00,BIST_DLY:XU100,855.7661,868.79,848.0257,863.6012,0.0
2020-03-19 10:00:00,BIST_DLY:XU100,863.6277,863.916,840.7197,849.1387,0.0
2020-03-19 14:00:00,BIST_DLY:XU100,849.137,857.7747,848.1542,851.9539,0.0
2020-03-20 06:00:00,BIST_DLY:XU100,851.9539,880.9346,851.9539,877.6671,0.0
2020-03-20 10:00:00,BIST_DLY:XU100,877.6782,878.1101,854.5918,857.1363,0.0
2020-03-20 14:00:00,BIST_DLY:XU100,857.0024,858.1883,850.0523,857.9579,0.0
2020-03-23 06:00:00,BIST_DLY:XU100,857.9579,857.9579,825.2845,835.1914,0.0
2020-03-23 10:00:00,BIST_DLY:XU100,835.1888,865.8716,832.0254,852.9678,0.0
2020-03-23 14:00:00,BIST_DLY:XU100,852.9007,855.861,842.4617,842.4617,0.0
2020-03-24 06:00:00,BIST_DLY:XU100,842.4617,883.0342,842.4617,882.9462,0.0
2020-03-24 10:00:00,BIST_DLY:XU100,882.9217,896.3833,876.5163,894.525,0.0
2020-03-24 14:00:00,BIST_DLY:XU100,894.4992,895.507,889.2944,892.8622,0.0
2020-03-25 06:00:00,BIST_DLY:XU100,892.8622,919.5949,892.8622,907.1628,0.0
2020-03-25 10:00:00,BIST_DLY:XU100,907.3073,908.0875,881.2329,892.3095,0.0
2020-03-25 14:00:00,BIST_DLY:XU100,892.3097,893.3734,887.0825,890.6303,0.0
2020-03-26 06:00:00,BIST_DLY:XU100,890.6303,899.3224,884.8122,895.6811,0.0
2020-03-26 10:00:00,BIST_DLY:XU100,895.722,909.7236,891.2593,909.1733,0.0
2020-03-26 14:00:00,BIST_DLY:XU100,909.3223,918.0706,908.1633,915.2759,0.0
2020-03-27 06:00:00,BIST_DLY:XU100,915.2759,922.9934,894.1725,901.8647,0.0
2020-03-27 10:00:00,BIST_DLY:XU100,901.5107,904.3629,885.2702,890.8535,0.0
2020-03-27 14:00:00,BIST_DLY:XU100,890.8405,893.2002,881.2504,881.2504,0.0
2020-03-30 06:00:00,BIST_DLY:XU100,881.2504,884.5631,868.1514,875.5991,0.0
2020-03-30 10:00:00,BIST_DLY:XU100,875.6272,888.1186,875.5767,882.2794,0.0
2020-03-30 14:00:00,BIST_DLY:XU100,882.256,885.1394,880.0847,880.5946,0.0
2020-03-31 06:00:00,BIST_DLY:XU100,880.5946,902.686,880.5946,896.8906,0.0
2020-03-31 10:00:00,BIST_DLY:XU100,896.8853,896.9889,886.4193,892.212,0.0
2020-03-31 14:00:00,BIST_DLY:XU100,891.9918,898.594,891.8334,896.4371,0.0
2020-04-01 06:00:00,BIST_DLY:XU100,896.4371,901.615,878.8861,901.5272,0.0
2020-04-01 10:00:00,BIST_DLY:XU100,901.671,903.9916,883.9784,886.8916,0.0
2020-04-01 14:00:00,BIST_DLY:XU100,886.7993,890.8513,885.6126,890.8513,0.0
2020-04-02 06:00:00,BIST_DLY:XU100,890.8513,904.0882,886.5026,888.4483,0.0
2020-04-02 10:00:00,BIST_DLY:XU100,888.4445,894.5443,880.8188,885.6826,0.0
2020-04-02 14:00:00,BIST_DLY:XU100,885.8511,895.1088,883.8674,895.1088,0.0
2020-04-03 06:00:00,BIST_DLY:XU100,895.1088,898.9134,890.4306,896.6727,0.0
2020-04-03 10:00:00,BIST_DLY:XU100,896.6561,899.6877,893.2946,894.7224,0.0
2020-04-03 14:00:00,BIST_DLY:XU100,894.7348,896.4252,892.4177,895.5261,0.0
2020-04-06 06:00:00,BIST_DLY:XU100,895.5261,913.1381,895.5261,911.8026,0.0
2020-04-06 10:00:00,BIST_DLY:XU100,911.9099,917.7321,910.9463,917.6948,0.0
2020-04-06 14:00:00,BIST_DLY:XU100,917.8188,921.5754,917.3388,920.7113,0.0
2020-04-07 06:00:00,BIST_DLY:XU100,920.7113,944.6251,920.7113,939.6951,0.0
2020-04-07 10:00:00,BIST_DLY:XU100,939.7206,947.7862,938.8977,946.7333,0.0
2020-04-07 14:00:00,BIST_DLY:XU100,946.6943,946.8719,923.8182,923.8182,0.0
2020-04-08 06:00:00,BIST_DLY:XU100,923.8182,931.1643,918.0335,925.702,0.0
2020-04-08 10:00:00,BIST_DLY:XU100,925.7068,932.7521,925.1884,928.0897,0.0
2020-04-08 14:00:00,BIST_DLY:XU100,928.1528,932.2522,926.5598,932.2522,0.0
2020-04-09 06:00:00,BIST_DLY:XU100,932.2522,947.8039,932.2522,943.4948,0.0
2020-04-09 10:00:00,BIST_DLY:XU100,943.4015,955.4725,936.2934,955.3518,0.0
2020-04-09 14:00:00,BIST_DLY:XU100,955.4716,958.3444,949.5203,958.3444,0.0
2020-04-10 06:00:00,BIST_DLY:XU100,958.3444,962.334,953.5247,961.1205,0.0
2020-04-10 10:00:00,BIST_DLY:XU100,961.1981,969.2809,960.444,968.6297,0.0
2020-04-10 14:00:00,BIST_DLY:XU100,968.8226,974.8288,964.4679,964.7097,0.0
2020-04-13 06:00:00,BIST_DLY:XU100,964.7097,970.1585,950.1903,968.7442,0.0
2020-04-13 10:00:00,BIST_DLY:XU100,968.7577,973.1249,963.6377,965.244,0.0
2020-04-13 14:00:00,BIST_DLY:XU100,965.2988,967.6399,962.5031,963.9864,0.0
2020-04-14 06:00:00,BIST_DLY:XU100,963.9864,981.7252,963.9864,980.936,0.0
2020-04-14 10:00:00,BIST_DLY:XU100,980.9506,984.1994,972.7272,983.4425,0.0
2020-04-14 14:00:00,BIST_DLY:XU100,983.4998,986.3037,982.9647,985.498,0.0
2020-04-15 06:00:00,BIST_DLY:XU100,985.498,990.442,946.0249,964.6017,0.0
2020-04-15 10:00:00,BIST_DLY:XU100,964.5982,967.6476,956.9784,964.418,0.0
2020-04-15 14:00:00,BIST_DLY:XU100,964.4374,965.6134,957.8857,958.5492,0.0
2020-04-16 06:00:00,BIST_DLY:XU100,958.5492,970.6494,953.3043,960.1059,0.0
