time,open,high,low,close,rsi,rsi_sma,buy,st_direction,sell
2020-02-05 10:00:00,1235.9287,1236.2932,1219.0636,1226.0299,63.52382789783852,53.34675616674768,False,-1.0,False
2020-02-05 14:00:00,1225.9041,1226.7913,1223.2077,1223.2077,60.72931425076796,55.163805001417174,False,-1.0,False
2020-02-06 06:00:00,1223.2077,1238.4496,1223.2077,1235.1612,67.46504313831889,58.16140335785286,False,-1.0,False
2020-02-06 10:00:00,1235.0959,1236.1275,1224.0483,1224.0483,57.31090254331077,59.89266695199625,False,-1.0,False
2020-02-06 14:00:00,1223.9708,1226.944,1219.9196,1222.8387,56.286338221699346,61.05194589310706,False,-1.0,False
2020-02-07 06:00:00,1222.8387,1228.122,1217.4024,1220.3114,54.043400782376864,62.41528022870028,False,-1.0,False
2020-02-07 10:00:00,1220.3041,1222.2623,1214.8298,1217.4777,51.48735118065136,61.80768324144535,False,-1.0,False
2020-02-07 14:00:00,1217.4135,1218.165,1209.1276,1210.1514,45.32866775025829,59.723631697367765,False,-1.0,False
2020-02-10 06:00:00,1210.1514,1211.8973,1200.821,1208.4945,44.00594810518439,57.44282213457235,False,-1.0,False
2020-02-10 10:00:00,1208.4927,1210.6656,1166.4779,1178.9164,27.873087237835037,52.805388110824154,False,1.0,True
2020-02-10 14:00:00,1179.0235,1183.4152,1173.8705,1183.4152,32.08107724024211,49.6611130450645,False,1.0,False
2020-02-11 06:00:00,1183.4152,1195.1331,1175.0247,1180.9934,30.99932290898319,46.688113910886024,False,1.0,False
2020-02-11 10:00:00,1181.0127,1195.4103,1174.5092,1195.349,43.53858600098837,44.29546819715297,False,1.0,False
2020-02-11 14:00:00,1195.3731,1200.7753,1195.1697,1197.9782,45.55212194488975,43.11959013731087,False,1.0,False
2020-02-12 06:00:00,1197.9782,1213.2135,1192.2922,1210.912,54.43406407947604,42.93436272308854,False,1.0,False
2020-02-12 10:00:00,1210.9609,1213.6976,1205.2737,1209.7569,53.5669527606395,42.886717920914805,False,1.0,False
2020-02-12 14:00:00,1209.682,1210.7403,1200.4874,1200.4874,46.904786400925836,42.42846144294225,False,1.0,False
2020-02-13 06:00:00,1200.4874,1204.0205,1194.7247,1202.3121,48.31086768446495,42.72668143636292,False,1.0,False
2020-02-13 10:00:00,1202.2954,1208.1162,1197.864,1204.504,50.07550512591458,43.33363713843593,False,1.0,False
2020-02-13 14:00:00,1204.4582,1206.9747,1204.032,1205.4053,50.84225606359052,45.630554021011484,False,1.0,False
2020-02-14 06:00:00,1205.4053,1215.8054,1205.3744,1208.5387,53.59526063567054,47.78197236055433,False,1.0,False
2020-02-14 10:00:00,1208.6622,1212.0543,1200.4925,1203.3506,48.58910989161594,49.540951058817605,False,1.0,False
2020-02-14 14:00:00,1203.4401,1205.9914,1201.5144,1201.5144,46.867562288665624,49.87384868758532,False,1.0,False
2020-02-17 06:00:00,1201.5144,1211.9448,1201.5144,1210.86,55.736481895653036,50.89228468266166,False,1.0,False
2020-02-17 10:00:00,1210.8454,1212.424,1206.5104,1210.1439,54.9554908703335,50.9444273617474,False,1.0,False
2020-02-17 14:00:00,1210.0471,1210.4798,1207.6964,1207.9186,52.41936596332871,50.829668682016326,False,1.0,False
2020-02-18 06:00:00,1207.9186,1207.9186,1195.2769,1201.0946,45.29682081988595,50.66887212391233,False,1.0,False
2020-02-18 10:00:00,1201.0909,1203.7777,1191.4488,1195.8704,40.60383958716251,49.89816931418209,False,1.0,False
2020-02-18 14:00:00,1195.8261,1197.4258,1193.2706,1195.741,40.48839233504462,48.93945803509509,False,1.0,False
2020-02-19 06:00:00,1195.741,1204.6481,1192.7994,1193.2006,38.12389371272245,47.66762180000829,False,1.0,False
2020-02-19 10:00:00,1193.098,1196.5028,1185.7059,1188.7967,34.269076664195,45.73500340286073,False,1.0,False
2020-02-19 14:00:00,1188.9474,1192.5756,1187.0865,1191.9609,39.178679214561406,44.79396033515528,False,1.0,False
2020-02-20 06:00:00,1191.9609,1193.5034,1178.383,1182.8827,31.64404873135264,43.27160897942399,False,1.0,False
2020-02-20 10:00:00,1182.8229,1183.6549,1149.2086,1158.7007,20.165767117045164,39.71453750156319,False,1.0,False
2020-02-20 14:00:00,1158.7073,1163.6061,1150.3753,1156.4204,19.42742550666877,36.161730965196725,False,1.0,False
2020-02-21 06:00:00,1156.4204,1160.3172,1144.534,1158.5959,22.437778523380373,33.16357222120189,False,1.0,False
2020-02-21 10:00:00,1158.6571,1174.1525,1151.6421,1170.5846,36.878205081906515,32.32171064740395,False,1.0,False
2020-02-21 14:00:00,1170.5656,1172.1037,1166.7773,1168.2939,35.475979792852044,31.808924667972896,False,1.0,False
2020-02-24 06:00:00,1168.2939,1168.2939,1138.7043,1142.4765,24.032667033106478,30.163352137779082,False,1.0,False
2020-02-24 10:00:00,1142.4486,1144.3558,1134.6255,1138.2676,22.705972120574785,28.621559978564317,False,1.0,False
2020-02-24 14:00:00,1138.3061,1148.0504,1136.4946,1147.8921,32.21372573399087,28.4160248855439,True,1.0,False
2020-02-25 06:00:00,1147.8921,1159.9178,1147.511,1149.2464,33.49279732496393,27.847436696584158,False,1.0,False
2020-02-25 10:00:00,1149.293,1153.7556,1138.5042,1149.4661,33.71823154705116,28.054854978154008,False,1.0,False
2020-02-25 14:00:00,1149.4688,1152.1228,1143.6453,1143.6453,30.65895573680382,29.104173840129874,False,1.0,False
2020-02-26 06:00:00,1143.6453,1146.4454,1131.4653,1138.233,28.031381358605643,29.96456942532356,False,1.0,False
2020-02-26 10:00:00,1138.2078,1153.5298,1138.2078,1150.4981,40.80537404936216,31.80132897792174,False,1.0,False
2020-02-26 14:00:00,1150.4726,1152.7684,1148.8844,1151.7127,41.93930190345667,32.307438660076755,False,1.0,False
2020-02-27 06:00:00,1151.7127,1151.7127,1127.6117,1130.5435,30.59110300362073,31.818950981153627,False,1.0,False
2020-02-27 10:00:00,1130.4057,1131.4556,1113.5296,1117.3386,25.76006121814629,31.991690399657607,False,1.0,False
2020-02-27 14:00:00,1117.2774,1117.7821,1104.1837,1104.1837,21.92708231088426,31.913801418688553,False,1.0,False
2020-02-28 06:00:00,1104.1837,1104.1837,993.3199,1048.8763,12.935624375008942,29.98599128279036,False,1.0,False
2020-02-28 10:00:00,1048.9293,1077.6017,1048.5114,1056.8693,18.314346618712705,28.468146212165244,False,1.0,False
2020-02-28 14:00:00,1056.8363,1059.9365,1051.8392,1059.9365,20.410787447348767,27.137401802195,False,1.0,False
2020-03-02 06:00:00,1059.9365,1094.0534,1059.9365,1085.9644,35.9178178540122,27.66328801391584,True,1.0,False
2020-03-02 10:00:00,1085.9684,1086.2858,1064.2526,1076.3599,33.26076730648059,28.186226608703333,False,1.0,False
2020-03-02 14:00:00,1076.1442,1078.7255,1072.0178,1073.0987,32.35768470579066,27.34145767434618,False,1.0,False
2020-03-03 06:00:00,1073.0987,1101.9743,1073.0987,1100.6362,46.09063868644033,27.756591352644545,False,1.0,False
2020-03-03 10:00:00,1100.6376,1105.8176,1096.2771,1098.0735,45.142948953782124,29.211775947660687,False,1.0,False
2020-03-03 14:00:00,1098.2669,1112.0727,1097.4596,1112.0727,51.22952901127519,31.758722726973577,False,-1.0,False
2020-03-04 06:00:00,1112.0727,1126.6876,1106.7833,1124.3382,55.98388916125667,35.16440341201081,False,-1.0,False
2020-03-04 10:00:00,1124.3325,1128.9865,1111.0042,1118.7832,53.36597229657487,39.20743820416741,False,-1.0,False
2020-03-04 14:00:00,1118.8982,1119.2527,1107.8538,1107.8538,48.416530737145784,42.21765661601072,False,-1.0,False
2020-03-05 06:00:00,1107.8538,1131.0657,1107.8538,1129.8801,57.287134869630506,45.90529135823889,False,-1.0,False
2020-03-05 10:00:00,1129.8734,1130.0208,1114.0344,1124.1854,54.59035581337209,47.772545154174885,False,-1.0,False
2020-03-05 14:00:00,1124.2285,1126.7657,1118.1508,1118.1508,51.723465930012075,49.618815016528025,False,-1.0,False
2020-03-06 06:00:00,1118.1508,1123.4507,1092.1852,1092.4573,41.43036716823167,50.52608326277213,False,-1.0,False
2020-03-06 10:00:00,1092.4455,1099.9955,1087.7474,1094.1701,42.28114681365272,50.145134075493374,False,-1.0,False
2020-03-06 14:00:00,1094.1549,1098.3582,1092.7557,1096.0053,43.26233050168532,49.957072230283686,False,-1.0,False
2020-03-09 06:00:00,1096.0053,1096.0053,1049.0979,1057.7264,31.035277431564623,47.93764707231263,False,1.0,True
2020-03-09 10:00:00,1057.7674,1058.5585,1019.9506,1030.9299,25.442286244483626,44.88348678063532,False,1.0,False
2020-03-09 14:00:00,1030.9098,1041.3957,1027.7505,1035.2402,27.768772102621796,42.323766761240016,False,1.0,False
2020-03-10 06:00:00,1035.2402,1064.9484,1035.2402,1063.613,41.190476864992405,41.601161374024684,False,1.0,False
2020-03-10 10:00:00,1063.512,1068.572,1027.1531,1035.0117,34.09455564166129,39.28190345122776,False,1.0,False
2020-03-10 14:00:00,1035.0186,1040.496,1010.2233,1010.6251,29.310860392820814,36.75395390917263,False,1.0,False
2020-03-11 06:00:00,1010.6251,1028.3857,1002.0032,1022.5203,34.30636909949712,35.01224422612114,False,1.0,False
2020-03-11 10:00:00,1022.532,1026.4023,988.0586,1002.9328,30.378491222271705,33.907056631525144,False,1.0,False
2020-03-11 14:00:00,1003.0755,1010.6274,1000.2659,1009.6627,33.29413416775826,33.008355366935696,False,1.0,False
2020-03-12 06:00:00,1009.6627,1009.6627,960.4845,965.6974,25.53263705850958,31.235386022618123,False,1.0,False
2020-03-12 10:00:00,965.6507,973.1868,928.5367,940.1064,22.187453581410637,30.350603637602724,False,1.0,False
2020-03-12 14:00:00,940.0997,942.2387,933.4475,936.395,21.728713919342653,29.979246405088624,False,1.0,False
2020-03-13 06:00:00,936.395,964.0933,916.4428,953.3008,29.14342817436433,30.116712012262884,False,1.0,False
2020-03-13 10:00:00,953.2949,988.5554,950.9041,962.0093,32.78766070202737,29.276430395966372,True,1.0,False
2020-03-13 14:00:00,962.0736,966.369,955.1068,956.0522,31.554181344910376,29.022392966291285,False,1.0,False
2020-03-16 06:00:00,956.0522,956.0522,894.0501,895.7945,22.177195970206014,28.309026524029804,False,1.0,False
2020-03-16 10:00:00,895.8193,898.272,868.5334,876.1246,20.019426494976145,26.880332263577706,False,1.0,False
2020-03-16 14:00:00,876.0149,884.6154,871.5082,878.8834,21.21402747595367,25.963885888945903,False,1.0,False
2020-03-17 06:00:00,878.8834,889.4863,819.364,821.5319,15.77249890852103,24.21172236302218,False,1.0,False
2020-03-17 10:00:00,821.4861,861.3776,821.3483,851.0891,26.559688168244364,24.314427473995657,False,1.0,False
2020-03-17 14:00:00,851.2297,869.8157,851.0323,867.7769,32.021296429482746,25.29781175880287,False,1.0,False
2020-03-18 06:00:00,867.7769,878.2455,843.027,870.1916,32.824487021043026,26.407389068972908,False,1.0,False
2020-03-18 10:00:00,870.0725,871.6865,854.2532,862.489,31.505140695364275,26.643560321072904,False,1.0,False
2020-03-18 14:00:00,862.5161,869.5997,855.7661,855.7661,30.323155455617993,26.397109796431966,False,1.0,False
2020-03-19 06:00:00,855.7661,868.79,848.0257,863.6012,33.55136754917626,26.59682841685855,False,1.0,False
2020-03-19 10:00:00,863.6277,863.916,840.7197,849.1387,30.639867589116008,27.443095578749553,False,1.0,False
2020-03-19 14:00:00,849.137,857.7747,848.1542,851.9539,31.91767185231909,28.632920114483845,False,1.0,False
2020-03-20 06:00:00,851.9539,880.9346,851.9539,877.6671,42.64163987114781,30.775681354003257,False,1.0,False
2020-03-20 10:00:00,877.6782,878.1101,854.5918,857.1363,37.41339979759543,32.9397714429107,False,1.0,False
2020-03-20 14:00:00,857.0024,858.1883,850.0523,857.9579,37.752754452632175,34.05907807134948,False,1.0,False
2020-03-23 06:00:00,857.9579,857.9579,825.2845,835.1914,32.35186698805458,34.09213512720667,False,1.0,False
2020-03-23 10:00:00,835.1888,865.8716,832.0254,852.9678,39.820943286475256,34.79178075374989,True,1.0,False
2020-03-23 14:00:00,852.9007,855.861,842.4617,842.4617,37.128921203345776,35.354158804548035,False,1.0,False
2020-03-24 06:00:00,842.4617,883.0342,842.4617,882.9462,51.24189747105307,37.44603300609155,False,1.0,False
2020-03-24 10:00:00,882.9217,896.3833,876.5163,894.525,54.4884440998316,39.539740661157076,False,1.0,False
2020-03-24 14:00:00,894.4992,895.507,889.2944,892.8622,53.9156172267115,41.86731562491663,False,1.0,False
2020-03-25 06:00:00,892.8622,919.5949,892.8622,907.1628,58.122597249034094,44.48780816458813,False,-1.0,False
2020-03-25 10:00:00,907.3073,908.0875,881.2329,892.3095,52.58288428047719,45.48193260552107,False,-1.0,False
2020-03-25 14:00:00,892.3097,893.3734,887.0825,890.6303,51.96079176872778,46.93667180263431,False,-1.0,False
2020-03-26 06:00:00,890.6303,899.3224,884.8122,895.6811,53.78796975805073,48.54019333317616,False,-1.0,False
2020-03-26 10:00:00,895.722,909.7236,891.2593,909.1733,58.47574666342703,51.15258130071341,False,-1.0,False
2020-03-26 14:00:00,909.3223,918.0706,908.1633,915.2759,60.48997550432862,53.21948452249874,False,-1.0,False
2020-03-27 06:00:00,915.2759,922.9934,894.1725,901.8647,54.083990324136956,54.91499143457786,False,-1.0,False
2020-03-27 10:00:00,901.5107,904.3629,885.2702,890.8535,49.31920747828741,54.722722435301286,False,-1.0,False
2020-03-27 14:00:00,890.8405,893.2002,881.2504,881.2504,45.43996715188906,53.81787474050704,False,-1.0,False
2020-03-30 06:00:00,881.2504,884.5631,868.1514,875.5991,43.217260095830305,52.74803902741892,False,-1.0,False
2020-03-30 10:00:00,875.6272,888.1186,875.5767,882.2794,46.64512294550346,51.60029159706585,False,-1.0,False
2020-03-30 14:00:00,882.256,885.1394,880.0847,880.5946,45.869165666269005,50.92891973564504,False,-1.0,False
2020-03-31 06:00:00,880.5946,902.686,880.5946,896.8906,54.078978599450785,51.14073841871733,False,-1.0,False
