attempt	country	relay	exit_ip	vpn_state	curl_http	cloak_ok	cloak_http	text_chars
1	TH	27.130.49.67	27.130.49.67	VPN_OK	200	false	202	0
2	TH	184.22.58.135	184.22.58.135	VPN_OK	200	true	202	1773
